BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,LIFNR,DMBTR,WRBTR,SHKZG,ZFBDT,AUGDT
3000,1900000155,2024,002,40,470000,,10938.99,10938.99,S,2025-05-05,2025-06-11
3000,1900000156,2024,001,31,200000,100053,3317.91,3317.91,H,2025-07-31,2025-09-17
3000,1900000156,2024,002,40,420000,,3317.91,3317.91,S,2025-07-31,2025-09-17
3000,1900000157,2024,001,31,200000,100020,23179.02,23179.02,H,2024-12-05,
3000,1900000157,2024,002,40,450000,,23179.02,23179.02,S,2024-12-05,
2000,1900000158,2024,001,31,200000,100024,13081.31,13081.31,H,2025-10-04,2025-12-12
2000,1900000158,2024,002,40,470000,,13081.31,13081.31,S,2025-10-04,2025-12-12
1000,1900000159,2024,001,31,200000,100038,7041.67,7041.67,H,2024-11-07,
1000,1900000159,2024,002,40,460000,,7041.67,7041.67,S,2024-11-07,
3000,1900000160,2025,001,31,200000,100020,17370.07,17370.07,H,2025-07-23,2025-08-18
3000,1900000160,2025,002,40,480000,,17370.07,17370.07,S,2025-07-23,2025-08-18
2000,1900000161,2025,001,31,200000,100032,13249.43,13249.43,H,2024-08-30,2024-10-09
2000,1900000161,2025,002,40,400000,,13249.43,13249.43,S,2024-08-30,2024-10-09
2000,1900000162,2024,001,31,200000,100004,7771.19,7771.19,H,2025-05-06,2025-07-05
2000,1900000162,2024,002,40,430000,,7771.19,7771.19,S,2025-05-06,2025-07-05
1000,1900000163,2024,001,31,200000,100031,6572.19,6572.19,H,2024-06-15,
1000,1900000163,2024,002,40,410000,,6572.19,6572.19,S,2024-06-15,
2000,1900000164,2025,001,31,200000,100046,6197.0,6197.0,H,2025-08-04,
2000,1900000164,2025,002,40,410000,,6197.0,6197.0,S,2025-08-04,
3000,1900000165,2025,001,31,200000,100025,16780.88,16780.88,H,2025-06-06,2025-07-13
3000,1900000165,2025,002,40,480000,,16780.88,16780.88,S,2025-06-06,2025-07-13
3000,1900000166,2024,001,31,200000,100041,8130.61,8130.61,H,2025-06-22,
3000,1900000166,2024,002,40,440000,,8130.61,8130.61,S,2025-06-22,
3000,1900000167,2024,001,31,200000,100055,8721.35,8721.35,H,2025-02-06,
3000,1900000167,2024,002,40,460000,,8721.35,8721.35,S,2025-02-06,
3000,1900000168,2024,001,31,200000,100025,11479.6,11479.6,H,2024-09-18,2024-10-20
3000,1900000168,2024,002,40,450000,,11479.6,11479.6,S,2024-09-18,2024-10-20
2000,1900000169,2025,001,31,200000,100047,5153.03,5153.03,H,2025-08-12,2025-08-28
2000,1900000169,2025,002,40,430000,,5153.03,5153.03,S,2025-08-12,2025-08-28
1000,1900000170,2024,001,31,200000,100010,22863.91,22863.91,H,2025-02-13,2025-03-21
1000,1900000170,2024,002,40,430000,,22863.91,22863.91,S,2025-02-13,2025-03-21
2000,1900000171,2025,001,31,200000,100030,9013.95,9013.95,H,2026-01-03,2026-03-04
2000,1900000171,2025,002,40,440000,,9013.95,9013.95,S,2026-01-03,2026-03-04
2000,1900000172,2024,001,31,200000,100049,8310.11,8310.11,H,2025-07-01,2025-07-11
2000,1900000172,2024,002,40,410000,,8310.11,8310.11,S,2025-07-01,2025-07-11
2000,1900000173,2025,001,31,200000,100046,19417.85,19417.85,H,2025-08-20,2025-10-19
2000,1900000173,2025,002,40,420000,,19417.85,19417.85,S,2025-08-20,2025-10-19
1000,1900000174,2025,001,31,200000,100009,15918.75,15918.75,H,2025-09-11,2025-10-07
1000,1900000174,2025,002,40,430000,,15918.75,15918.75,S,2025-09-11,2025-10-07
2000,1900000175,2025,001,31,200000,100001,7242.14,7242.14,H,2025-12-05,2026-01-25
2000,1900000175,2025,002,40,410000,,7242.14,7242.14,S,2025-12-05,2026-01-25
1000,1900000176,2025,001,31,200000,100052,10965.86,10965.86,H,2025-04-14,2025-04-25
1000,1900000176,2025,002,40,410000,,10965.86,10965.86,S,2025-04-14,2025-04-25
1000,1900000177,2025,001,31,200000,100017,24703.62,24703.62,H,2024-05-19,2024-07-26
1000,1900000177,2025,002,40,410000,,24703.62,24703.62,S,2024-05-19,2024-07-26
1000,1900000178,2025,001,31,200000,100000,7957.64,7957.64,H,2025-11-30,2025-12-21
1000,1900000178,2025,002,40,400000,,7957.64,7957.64,S,2025-11-30,2025-12-21
1000,1900000179,2025,001,31,200000,100016,4139.37,4139.37,H,2025-11-10,2025-11-30
1000,1900000179,2025,002,40,450000,,4139.37,4139.37,S,2025-11-10,2025-11-30
3000,1900000180,2024,001,31,200000,100005,6995.6,6995.6,H,2024-02-17,2024-04-10
3000,1900000180,2024,002,40,420000,,6995.6,6995.6,S,2024-02-17,2024-04-10
1000,1900000181,2024,001,31,200000,100013,17277.97,17277.97,H,2024-10-07,
1000,1900000181,2024,002,40,410000,,17277.97,17277.97,S,2024-10-07,
3000,1900000182,2024,001,31,200000,100012,15877.81,15877.81,H,2025-02-22,
3000,1900000182,2024,002,40,430000,,15877.81,15877.81,S,2025-02-22,
3000,1900000183,2024,001,31,200000,100051,7341.13,7341.13,H,2025-06-19,2025-08-12
3000,1900000183,2024,002,40,420000,,7341.13,7341.13,S,2025-06-19,2025-08-12
3000,1900000184,2024,001,31,200000,100028,23869.36,23869.36,H,2025-07-05,
3000,1900000184,2024,002,40,400000,,23869.36,23869.36,S,2025-07-05,
1000,1900000185,2024,001,31,200000,100010,18966.6,18966.6,H,2024-11-20,2024-12-03
1000,1900000185,2024,002,40,440000,,18966.6,18966.6,S,2024-11-20,2024-12-03
2000,1900000186,2024,001,31,200000,100046,13324.65,13324.65,H,2024-05-26,
2000,1900000186,2024,002,40,450000,,13324.65,13324.65,S,2024-05-26,
2000,1900000187,2024,001,31,200000,100053,19047.18,19047.18,H,2025-01-12,2025-02-13
2000,1900000187,2024,002,40,430000,,19047.18,19047.18,S,2025-01-12,2025-02-13
1000,1900000188,2024,001,31,200000,100023,16063.35,16063.35,H,2024-02-29,2024-05-03
1000,1900000188,2024,002,40,400000,,16063.35,16063.35,S,2024-02-29,2024-05-03
1000,1900000189,2024,001,31,200000,100059,23211.24,23211.24,H,2024-01-07,
1000,1900000189,2024,002,40,400000,,23211.24,23211.24,S,2024-01-07,
1000,1900000190,2025,001,31,200000,100051,2585.58,2585.58,H,2025-04-27,2025-06-01
1000,1900000190,2025,002,40,450000,,2585.58,2585.58,S,2025-04-27,2025-06-01
1000,1900000191,2025,001,31,200000,100000,11972.93,11972.93,H,2024-05-15,2024-07-21
1000,1900000191,2025,002,40,460000,,11972.93,11972.93,S,2024-05-15,2024-07-21
2000,1900000192,2024,001,31,200000,100048,1808.82,1808.82,H,2025-03-30,
2000,1900000192,2024,002,40,450000,,1808.82,1808.82,S,2025-03-30,
3000,1900000193,2025,001,31,200000,100007,7887.62,7887.62,H,2024-12-13,2025-01-23
3000,1900000193,2025,002,40,470000,,7887.62,7887.62,S,2024-12-13,2025-01-23
1000,1900000194,2024,001,31,200000,100024,10814.17,10814.17,H,2025-02-05,
1000,1900000194,2024,002,40,430000,,10814.17,10814.17,S,2025-02-05,
1000,1900000195,2024,001,31,200000,100004,21775.05,21775.05,H,2025-08-18,2025-09-14
1000,1900000195,2024,002,40,470000,,21775.05,21775.05,S,2025-08-18,2025-09-14
1000,1900000196,2024,001,31,200000,100026,8774.49,8774.49,H,2024-05-22,2024-06-08
1000,1900000196,2024,002,40,430000,,8774.49,8774.49,S,2024-05-22,2024-06-08
3000,1900000197,2024,001,31,200000,100041,6389.11,6389.11,H,2024-08-20,
3000,1900000197,2024,002,40,420000,,6389.11,6389.11,S,2024-08-20,
1000,1900000198,2025,001,31,200000,100054,16172.04,16172.04,H,2025-07-10,
1000,1900000198,2025,002,40,420000,,16172.04,16172.04,S,2025-07-10,
2000,1900000199,2024,001,31,200000,100019,4885.81,4885.81,H,2025-04-05,2025-04-18
2000,1900000199,2024,002,40,420000,,4885.81,4885.81,S,2025-04-05,2025-04-18
2000,1900000200,2025,001,31,200000,100058,11358.07,11358.07,H,2024-02-15,
2000,1900000200,2025,002,40,410000,,11358.07,11358.07,S,2024-02-15,
3000,1900000201,2025,001,31,200000,100055,6212.03,6212.03,H,2024-12-24,2025-02-13
3000,1900000201,2025,002,40,450000,,6212.03,6212.03,S,2024-12-24,2025-02-13
2000,1900000202,2025,001,31,200000,100059,20090.62,20090.62,H,2024-04-01,
2000,1900000202,2025,002,40,410000,,20090.62,20090.62,S,2024-04-01,
3000,1900000203,2025,001,31,200000,100058,1033.19,1033.19,H,2024-07-11,2024-09-04
3000,1900000203,2025,002,40,450000,,1033.19,1033.19,S,2024-07-11,2024-09-04
2000,1900000204,2024,001,31,200000,100056,7047.43,7047.43,H,2024-01-09,
2000,1900000204,2024,002,40,460000,,7047.43,7047.43,S,2024-01-09,
2000,1900000205,2025,001,31,200000,100057,7394.51,7394.51,H,2025-02-07,
2000,1900000205,2025,002,40,420000,,7394.51,7394.51,S,2025-02-07,
2000,1900000206,2025,001,31,200000,100009,2504.04,2504.04,H,2025-03-08,
2000,1900000206,2025,002,40,400000,,2504.04,2504.04,S,2025-03-08,
3000,1900000207,2024,001,31,200000,100047,4295.72,4295.72,H,2025-10-07,2025-12-07
3000,1900000207,2024,002,40,460000,,4295.72,4295.72,S,2025-10-07,2025-12-07
3000,1900000208,2025,001,31,200000,100001,11653.03,11653.03,H,2024-11-23,
3000,1900000208,2025,002,40,480000,,11653.03,11653.03,S,2024-11-23,
1000,1900000209,2025,001,31,200000,100036,8126.27,8126.27,H,2025-04-05,2025-04-17
1000,1900000209,2025,002,40,430000,,8126.27,8126.27,S,2025-04-05,2025-04-17
3000,1900000210,2025,001,31,200000,100003,1179.41,1179.41,H,2025-01-17,
3000,1900000210,2025,002,40,400000,,1179.41,1179.41,S,2025-01-17,
3000,1900000211,2024,001,31,200000,100034,15926.58,15926.58,H,2025-03-10,
3000,1900000211,2024,002,40,480000,,15926.58,15926.58,S,2025-03-10,
3000,1900000212,2025,001,31,200000,100058,23309.32,23309.32,H,2025-10-25,2025-12-05
3000,1900000212,2025,002,40,460000,,23309.32,23309.32,S,2025-10-25,2025-12-05
1000,1900000213,2025,001,31,200000,100040,4309.32,4309.32,H,2024-05-06,2024-07-09
1000,1900000213,2025,002,40,400000,,4309.32,4309.32,S,2024-05-06,2024-07-09
2000,1900000214,2024,001,31,200000,100031,5571.63,5571.63,H,2025-03-12,
2000,1900000214,2024,002,40,440000,,5571.63,5571.63,S,2025-03-12,
3000,1900000215,2024,001,31,200000,100030,10445.11,10445.11,H,2025-10-31,2025-12-11
3000,1900000215,2024,002,40,410000,,10445.11,10445.11,S,2025-10-31,2025-12-11
2000,1900000216,2024,001,31,200000,100005,5177.26,5177.26,H,2025-03-01,
2000,1900000216,2024,002,40,450000,,5177.26,5177.26,S,2025-03-01,
1000,1900000217,2024,001,31,200000,100038,9287.98,9287.98,H,2024-03-14,2024-05-21
1000,1900000217,2024,002,40,460000,,9287.98,9287.98,S,2024-03-14,2024-05-21
2000,1900000218,2025,001,31,200000,100011,20461.92,20461.92,H,2025-01-07,2025-03-05
2000,1900000218,2025,002,40,450000,,20461.92,20461.92,S,2025-01-07,2025-03-05
3000,1900000219,2024,001,31,200000,100004,23054.39,23054.39,H,2024-02-17,2024-03-22
3000,1900000219,2024,002,40,430000,,23054.39,23054.39,S,2024-02-17,2024-03-22
2000,1900000220,2025,001,31,200000,100037,14320.35,14320.35,H,2024-06-07,2024-07-16
2000,1900000220,2025,002,40,480000,,14320.35,14320.35,S,2024-06-07,2024-07-16
2000,1900000221,2025,001,31,200000,100022,14186.05,14186.05,H,2024-03-31,
2000,1900000221,2025,002,40,420000,,14186.05,14186.05,S,2024-03-31,
3000,1900000222,2024,001,31,200000,100033,8957.54,8957.54,H,2024-09-30,2024-11-21
3000,1900000222,2024,002,40,430000,,8957.54,8957.54,S,2024-09-30,2024-11-21
2000,1900000223,2025,001,31,200000,100024,10033.17,10033.17,H,2024-08-26,
2000,1900000223,2025,002,40,410000,,10033.17,10033.17,S,2024-08-26,
1000,1900000224,2024,001,31,200000,100022,5507.29,5507.29,H,2025-03-17,
1000,1900000224,2024,002,40,470000,,5507.29,5507.29,S,2025-03-17,
3000,1900000225,2025,001,31,200000,100050,4050.34,4050.34,H,2024-08-16,2024-09-08
3000,1900000225,2025,002,40,410000,,4050.34,4050.34,S,2024-08-16,2024-09-08
1000,1900000226,2025,001,31,200000,100035,16031.68,16031.68,H,2024-07-26,
1000,1900000226,2025,002,40,430000,,16031.68,16031.68,S,2024-07-26,
3000,1900000227,2024,001,31,200000,100008,9358.16,9358.16,H,2025-09-18,
3000,1900000227,2024,002,40,440000,,9358.16,9358.16,S,2025-09-18,
1000,1900000228,2024,001,31,200000,100033,6655.44,6655.44,H,2024-05-20,2024-07-19
1000,1900000228,2024,002,40,450000,,6655.44,6655.44,S,2024-05-20,2024-07-19
3000,1900000229,2025,001,31,200000,100022,13554.73,13554.73,H,2025-07-15,
3000,1900000229,2025,002,40,440000,,13554.73,13554.73,S,2025-07-15,
1000,1900000230,2024,001,31,200000,100044,15667.82,15667.82,H,2025-04-18,
1000,1900000230,2024,002,40,470000,,15667.82,15667.82,S,2025-04-18,
2000,1900000231,2024,001,31,200000,100011,10887.35,10887.35,H,2024-11-09,2024-12-23
2000,1900000231,2024,002,40,480000,,10887.35,10887.35,S,2024-11-09,2024-12-23
2000,1900000232,2024,001,31,200000,100018,17064.18,17064.18,H,2025-12-01,2026-01-14
2000,1900000232,2024,002,40,430000,,17064.18,17064.18,S,2025-12-01,2026-01-14
3000,1900000233,2024,001,31,200000,100047,18636.4,18636.4,H,2024-06-16,2024-06-23
3000,1900000233,2024,002,40,480000,,18636.4,18636.4,S,2024-06-16,2024-06-23
3000,1900000234,2024,001,31,200000,100044,19720.82,19720.82,H,2024-07-06,2024-09-10
3000,1900000234,2024,002,40,420000,,19720.82,19720.82,S,2024-07-06,2024-09-10
2000,1900000235,2024,001,31,200000,100012,20218.41,20218.41,H,2024-05-30,2024-07-15
2000,1900000235,2024,002,40,470000,,20218.41,20218.41,S,2024-05-30,2024-07-15
3000,1900000236,2025,001,31,200000,100045,15873.78,15873.78,H,2025-05-15,
3000,1900000236,2025,002,40,460000,,15873.78,15873.78,S,2025-05-15,
3000,1900000237,2025,001,31,200000,100058,4308.04,4308.04,H,2025-09-17,2025-10-26
3000,1900000237,2025,002,40,470000,,4308.04,4308.04,S,2025-09-17,2025-10-26
1000,1900000238,2024,001,31,200000,100019,6175.89,6175.89,H,2025-11-24,2026-01-23
1000,1900000238,2024,002,40,460000,,6175.89,6175.89,S,2025-11-24,2026-01-23
3000,1900000239,2024,001,31,200000,100030,23446.06,23446.06,H,2024-12-27,
3000,1900000239,2024,002,40,460000,,23446.06,23446.06,S,2024-12-27,
1000,1900000240,2025,001,31,200000,100026,10017.22,10017.22,H,2025-01-26,2025-03-21
1000,1900000240,2025,002,40,480000,,10017.22,10017.22,S,2025-01-26,2025-03-21
1000,1900000241,2025,001,31,200000,100059,24180.83,24180.83,H,2025-05-01,
1000,1900000241,2025,002,40,440000,,24180.83,24180.83,S,2025-05-01,
2000,1900000242,2025,001,31,200000,100001,18897.01,18897.01,H,2024-09-17,2024-11-07
2000,1900000242,2025,002,40,410000,,18897.01,18897.01,S,2024-09-17,2024-11-07
1000,1900000243,2025,001,31,200000,100045,8235.43,8235.43,H,2025-10-03,2025-11-06
1000,1900000243,2025,002,40,440000,,8235.43,8235.43,S,2025-10-03,2025-11-06
1000,1900000244,2024,001,31,200000,100005,5850.88,5850.88,H,2025-08-01,2025-08-18
1000,1900000244,2024,002,40,480000,,5850.88,5850.88,S,2025-08-01,2025-08-18
2000,1900000245,2025,001,31,200000,100000,14566.69,14566.69,H,2024-05-07,
2000,1900000245,2025,002,40,470000,,14566.69,14566.69,S,2024-05-07,
2000,1900000246,2025,001,31,200000,100026,20847.96,20847.96,H,2024-05-23,2024-07-30
2000,1900000246,2025,002,40,470000,,20847.96,20847.96,S,2024-05-23,2024-07-30
2000,1900000247,2025,001,31,200000,100044,24249.34,24249.34,H,2024-09-15,2024-09-20
2000,1900000247,2025,002,40,410000,,24249.34,24249.34,S,2024-09-15,2024-09-20
2000,1900000248,2025,001,31,200000,100033,23273.42,23273.42,H,2024-06-11,
2000,1900000248,2025,002,40,460000,,23273.42,23273.42,S,2024-06-11,
2000,1900000249,2024,001,31,200000,100014,970.77,970.77,H,2025-01-11,2025-02-15
2000,1900000249,2024,002,40,410000,,970.77,970.77,S,2025-01-11,2025-02-15
3000,1900000250,2024,001,31,200000,100016,6210.67,6210.67,H,2024-03-16,2024-04-17
3000,1900000250,2024,002,40,410000,,6210.67,6210.67,S,2024-03-16,2024-04-17
3000,1900000251,2025,001,31,200000,100059,4600.34,4600.34,H,2025-09-03,
3000,1900000251,2025,002,40,400000,,4600.34,4600.34,S,2025-09-03,
2000,1900000252,2024,001,31,200000,100024,22895.45,22895.45,H,2025-07-20,2025-07-29
2000,1900000252,2024,002,40,410000,,22895.45,22895.45,S,2025-07-20,2025-07-29
2000,1900000253,2025,001,31,200000,100034,22459.63,22459.63,H,2025-09-10,2025-09-27
2000,1900000253,2025,002,40,470000,,22459.63,22459.63,S,2025-09-10,2025-09-27
3000,1900000254,2025,001,31,200000,100023,17497.7,17497.7,H,2025-02-16,
3000,1900000254,2025,002,40,400000,,17497.7,17497.7,S,2025-02-16,
3000,1900000255,2024,001,31,200000,100006,24942.58,24942.58,H,2025-08-23,2025-10-26
3000,1900000255,2024,002,40,460000,,24942.58,24942.58,S,2025-08-23,2025-10-26
1000,1900000256,2024,001,31,200000,100016,23487.47,23487.47,H,2024-08-06,2024-09-10
1000,1900000256,2024,002,40,440000,,23487.47,23487.47,S,2024-08-06,2024-09-10
3000,1900000257,2025,001,31,200000,100043,3020.57,3020.57,H,2025-06-09,2025-07-24
3000,1900000257,2025,002,40,440000,,3020.57,3020.57,S,2025-06-09,2025-07-24
2000,1900000258,2024,001,31,200000,100042,3058.67,3058.67,H,2025-03-25,2025-04-06
2000,1900000258,2024,002,40,480000,,3058.67,3058.67,S,2025-03-25,2025-04-06
2000,1900000259,2024,001,31,200000,100030,13419.36,13419.36,H,2025-05-10,
2000,1900000259,2024,002,40,400000,,13419.36,13419.36,S,2025-05-10,
3000,1900000260,2024,001,31,200000,100039,6087.9,6087.9,H,2024-02-21,2024-02-27
3000,1900000260,2024,002,40,480000,,6087.9,6087.9,S,2024-02-21,2024-02-27
1000,1900000261,2025,001,31,200000,100056,17892.23,17892.23,H,2024-10-21,2024-11-17
1000,1900000261,2025,002,40,430000,,17892.23,17892.23,S,2024-10-21,2024-11-17
3000,1900000262,2024,001,31,200000,100029,512.95,512.95,H,2025-11-18,2025-12-20
3000,1900000262,2024,002,40,420000,,512.95,512.95,S,2025-11-18,2025-12-20
3000,1900000263,2025,001,31,200000,100030,3643.04,3643.04,H,2025-07-14,2025-09-01
3000,1900000263,2025,002,40,420000,,3643.04,3643.04,S,2025-07-14,2025-09-01
1000,1900000264,2024,001,31,200000,100007,3859.37,3859.37,H,2024-06-15,2024-07-10
1000,1900000264,2024,002,40,410000,,3859.37,3859.37,S,2024-06-15,2024-07-10
2000,1900000265,2024,001,31,200000,100044,14187.19,14187.19,H,2025-03-26,2025-04-21
2000,1900000265,2024,002,40,480000,,14187.19,14187.19,S,2025-03-26,2025-04-21
3000,1900000266,2025,001,31,200000,100011,22285.33,22285.33,H,2024-08-09,2024-08-17
3000,1900000266,2025,002,40,410000,,22285.33,22285.33,S,2024-08-09,2024-08-17
3000,1900000267,2025,001,31,200000,100057,12737.31,12737.31,H,2025-02-17,
3000,1900000267,2025,002,40,460000,,12737.31,12737.31,S,2025-02-17,
1000,1900000268,2024,001,31,200000,100026,18474.0,18474.0,H,2025-07-06,2025-07-11
1000,1900000268,2024,002,40,420000,,18474.0,18474.0,S,2025-07-06,2025-07-11
2000,1900000269,2024,001,31,200000,100046,10045.03,10045.03,H,2024-07-16,
2000,1900000269,2024,002,40,420000,,10045.03,10045.03,S,2024-07-16,
2000,1900000270,2024,001,31,200000,100012,4443.69,4443.69,H,2024-01-18,2024-03-01
2000,1900000270,2024,002,40,410000,,4443.69,4443.69,S,2024-01-18,2024-03-01
3000,1900000271,2025,001,31,200000,100044,16089.77,16089.77,H,2024-12-13,
3000,1900000271,2025,002,40,400000,,16089.77,16089.77,S,2024-12-13,
2000,1900000272,2025,001,31,200000,100040,13143.27,13143.27,H,2024-03-24,2024-04-05
2000,1900000272,2025,002,40,450000,,13143.27,13143.27,S,2024-03-24,2024-04-05
2000,1900000273,2024,001,31,200000,100026,13284.92,13284.92,H,2024-11-23,2024-12-18
2000,1900000273,2024,002,40,480000,,13284.92,13284.92,S,2024-11-23,2024-12-18
3000,1900000274,2024,001,31,200000,100059,1744.66,1744.66,H,2025-05-19,2025-07-27
3000,1900000274,2024,002,40,440000,,1744.66,1744.66,S,2025-05-19,2025-07-27
3000,1900000275,2024,001,31,200000,100002,18399.15,18399.15,H,2025-05-18,2025-06-21
3000,1900000275,2024,002,40,400000,,18399.15,18399.15,S,2025-05-18,2025-06-21
1000,1900000276,2024,001,31,200000,100043,7494.06,7494.06,H,2024-10-11,
1000,1900000276,2024,002,40,480000,,7494.06,7494.06,S,2024-10-11,
1000,1900000277,2024,001,31,200000,100018,12539.26,12539.26,H,2024-01-08,
1000,1900000277,2024,002,40,420000,,12539.26,12539.26,S,2024-01-08,
2000,1900000278,2025,001,31,200000,100003,23260.21,23260.21,H,2025-03-30,
2000,1900000278,2025,002,40,420000,,23260.21,23260.21,S,2025-03-30,
3000,1900000279,2024,001,31,200000,100008,22712.82,22712.82,H,2025-12-11,
3000,1900000279,2024,002,40,450000,,22712.82,22712.82,S,2025-12-11,
1000,1900000280,2024,001,31,200000,100052,20695.14,20695.14,H,2024-06-10,
1000,1900000280,2024,002,40,460000,,20695.14,20695.14,S,2024-06-10,
3000,1900000281,2024,001,31,200000,100030,969.65,969.65,H,2025-01-31,2025-02-10
3000,1900000281,2024,002,40,450000,,969.65,969.65,S,2025-01-31,2025-02-10
2000,1900000282,2024,001,31,200000,100053,8006.99,8006.99,H,2024-02-15,
2000,1900000282,2024,002,40,470000,,8006.99,8006.99,S,2024-02-15,
3000,1900000283,2025,001,31,200000,100053,20088.91,20088.91,H,2024-10-09,2024-12-11
3000,1900000283,2025,002,40,400000,,20088.91,20088.91,S,2024-10-09,2024-12-11
3000,1900000284,2024,001,31,200000,100026,23491.18,23491.18,H,2025-07-09,2025-09-07
3000,1900000284,2024,002,40,480000,,23491.18,23491.18,S,2025-07-09,2025-09-07
1000,1900000285,2024,001,31,200000,100053,16502.62,16502.62,H,2024-07-23,
1000,1900000285,2024,002,40,440000,,16502.62,16502.62,S,2024-07-23,
1000,1900000286,2024,001,31,200000,100028,825.95,825.95,H,2025-11-11,2025-11-26
1000,1900000286,2024,002,40,430000,,825.95,825.95,S,2025-11-11,2025-11-26
2000,1900000287,2025,001,31,200000,100054,14523.22,14523.22,H,2025-06-17,2025-07-04
2000,1900000287,2025,002,40,440000,,14523.22,14523.22,S,2025-06-17,2025-07-04
1000,1900000288,2025,001,31,200000,100015,12596.22,12596.22,H,2025-12-19,2026-02-21
1000,1900000288,2025,002,40,470000,,12596.22,12596.22,S,2025-12-19,2026-02-21
3000,1900000289,2025,001,31,200000,100042,3405.31,3405.31,H,2025-08-23,2025-08-31
3000,1900000289,2025,002,40,410000,,3405.31,3405.31,S,2025-08-23,2025-08-31
2000,1900000290,2024,001,31,200000,100006,11356.29,11356.29,H,2024-06-05,
2000,1900000290,2024,002,40,410000,,11356.29,11356.29,S,2024-06-05,
3000,1900000291,2025,001,31,200000,100026,3397.62,3397.62,H,2025-04-22,
3000,1900000291,2025,002,40,430000,,3397.62,3397.62,S,2025-04-22,
3000,1900000292,2024,001,31,200000,100006,23939.85,23939.85,H,2025-12-23,
