BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,WAERS,XBLNR
1000,1900001533,2024,RE,2025-11-16,2025-11-18,EUR,4500091779
3000,1900001534,2024,RE,2024-06-09,2024-06-12,EUR,4500091834
1000,1900001535,2025,RE,2024-12-02,2024-12-02,EUR,4500090730
3000,1900001536,2024,RE,2025-11-09,2025-11-10,AED,4500090070
3000,1900001537,2024,RE,2024-01-22,2024-01-27,EUR,4500090588
2000,1900001538,2024,RE,2025-05-21,2025-05-22,AED,4500090514
2000,1900001539,2025,RE,2024-10-02,2024-10-02,EUR,4500091288
1000,1900001540,2024,RE,2025-07-08,2025-07-13,USD,4500091175
1000,1900001541,2024,RE,2024-07-19,2024-07-22,EUR,4500090370
1000,1900001542,2024,RE,2025-10-07,2025-10-09,EUR,4500091505
1000,1900001543,2025,RE,2024-10-08,2024-10-11,AED,4500090850
3000,1900001544,2024,RE,2024-12-15,2024-12-18,EUR,4500090709
2000,1900001545,2024,RE,2025-12-02,2025-12-03,USD,4500090507
2000,1900001546,2025,RE,2025-06-21,2025-06-22,AED,4500090163
3000,1900001547,2025,RE,2025-05-19,2025-05-21,AED,4500090121
1000,1900001548,2025,RE,2025-07-17,2025-07-20,EUR,4500090431
3000,1900001549,2025,RE,2024-04-08,2024-04-11,EUR,4500091755
2000,1900001550,2025,RE,2024-09-15,2024-09-17,USD,4500090782
2000,1900001551,2024,RE,2025-03-16,2025-03-19,AED,4500091619
2000,1900001552,2025,RE,2025-09-25,2025-09-26,EUR,4500091082
2000,1900001553,2024,RE,2024-06-13,2024-06-17,AED,4500090080
1000,1900001554,2024,RE,2024-04-17,2024-04-22,EUR,4500091474
3000,1900001555,2024,RE,2025-04-21,2025-04-26,AED,4500091571
2000,1900001556,2024,RE,2025-01-08,2025-01-11,USD,4500091289
1000,1900001557,2024,RE,2024-11-23,2024-11-28,USD,4500091287
3000,1900001558,2025,RE,2024-03-26,2024-03-26,USD,4500091908
3000,1900001559,2024,RE,2025-02-15,2025-02-17,EUR,4500091083
2000,1900001560,2025,RE,2024-07-17,2024-07-19,AED,4500090646
3000,1900001561,2024,RE,2025-04-19,2025-04-19,USD,4500090356
2000,1900001562,2024,RE,2025-04-02,2025-04-04,USD,4500090715
2000,1900001563,2025,RE,2025-03-10,2025-03-11,EUR,4500091617
3000,1900001564,2025,RE,2024-05-24,2024-05-29,EUR,4500090964
2000,1900001565,2024,RE,2025-05-01,2025-05-02,USD,4500091038
2000,1900001566,2025,RE,2024-02-24,2024-02-29,USD,4500091114
1000,1900001567,2025,RE,2025-12-31,2026-01-03,EUR,4500091820
3000,1900001568,2024,RE,2024-01-22,2024-01-24,EUR,4500091580
1000,1900001569,2025,RE,2025-04-20,2025-04-23,USD,4500090652
1000,1900001570,2025,RE,2025-06-12,2025-06-12,AED,4500090219
3000,1900001571,2025,RE,2024-08-26,2024-08-28,AED,4500090851
2000,1900001572,2024,RE,2025-10-31,2025-11-03,EUR,4500090991
2000,1900001573,2024,RE,2025-02-24,2025-02-28,AED,4500091916
1000,1900001574,2024,RE,2024-08-28,2024-08-30,USD,4500090206
2000,1900001575,2024,RE,2025-10-13,2025-10-16,EUR,4500091165
1000,1900001576,2024,RE,2025-01-23,2025-01-27,USD,4500090650
2000,1900001577,2025,RE,2025-11-27,2025-12-01,AED,4500091661
2000,1900001578,2025,RE,2025-11-15,2025-11-20,EUR,4500090459
3000,1900001579,2025,RE,2024-01-18,2024-01-22,AED,4500090542
2000,1900001580,2025,RE,2024-03-19,2024-03-21,AED,4500091630
1000,1900001581,2024,RE,2025-10-28,2025-10-30,AED,4500090288
1000,1900001582,2025,RE,2025-01-05,2025-01-10,EUR,4500090154
3000,1900001583,2025,RE,2025-06-01,2025-06-03,EUR,4500090471
3000,1900001584,2024,RE,2025-06-05,2025-06-05,EUR,4500090889
3000,1900001585,2025,RE,2024-07-16,2024-07-16,AED,4500090109
1000,1900001586,2024,RE,2025-06-18,2025-06-19,USD,4500091928
2000,1900001587,2024,RE,2025-03-21,2025-03-25,USD,4500090834
2000,1900001588,2025,RE,2024-09-11,2024-09-13,USD,4500091260
2000,1900001589,2025,RE,2025-04-19,2025-04-22,EUR,4500090192
2000,1900001590,2024,RE,2025-02-20,2025-02-22,AED,4500090494
1000,1900001591,2024,RE,2024-08-29,2024-09-03,USD,4500090286
3000,1900001592,2024,RE,2024-06-21,2024-06-25,EUR,4500090213
3000,1900001593,2024,RE,2024-06-07,2024-06-10,AED,4500090713
3000,1900001594,2025,RE,2024-07-10,2024-07-12,AED,4500090209
3000,1900001595,2024,RE,2025-02-16,2025-02-17,USD,4500091866
3000,1900001596,2024,RE,2024-09-15,2024-09-17,USD,4500091275
2000,1900001597,2025,RE,2024-11-06,2024-11-09,AED,4500091740
2000,1900001598,2025,RE,2024-03-09,2024-03-12,EUR,4500090844
3000,1900001599,2025,RE,2025-10-06,2025-10-10,AED,4500091408
3000,1900001600,2025,RE,2024-11-30,2024-11-30,USD,4500090059
3000,1900001601,2024,RE,2025-06-23,2025-06-23,EUR,4500091398
2000,1900001602,2024,RE,2025-07-12,2025-07-17,AED,4500090610
1000,1900001603,2024,RE,2024-08-28,2024-08-29,AED,4500090095
3000,1900001604,2025,RE,2024-05-10,2024-05-12,EUR,4500091304
1000,1900001605,2024,RE,2024-01-16,2024-01-21,EUR,4500091099
3000,1900001606,2024,RE,2025-12-17,2025-12-19,EUR,4500090220
3000,1900001607,2024,RE,2025-08-15,2025-08-20,AED,4500090202
2000,1900001608,2024,RE,2025-10-18,2025-10-23,EUR,4500091770
2000,1900001609,2025,RE,2025-10-29,2025-10-30,USD,4500091696
2000,1900001610,2025,RE,2025-12-28,2025-12-28,AED,4500090576
2000,1900001611,2024,RE,2025-03-29,2025-04-01,AED,4500090150
2000,1900001612,2024,RE,2025-09-08,2025-09-08,EUR,4500090692
2000,1900001613,2024,RE,2025-08-06,2025-08-08,AED,4500090577
3000,1900001614,2025,RE,2025-07-04,2025-07-08,EUR,4500091624
3000,1900001615,2024,RE,2024-04-09,2024-04-13,USD,4500091765
2000,1900001616,2025,RE,2024-09-07,2024-09-10,USD,4500090316
3000,1900001617,2024,RE,2025-04-08,2025-04-09,EUR,4500091310
3000,1900001618,2024,RE,2025-03-05,2025-03-06,AED,4500091799
1000,1900001619,2024,RE,2025-08-16,2025-08-20,EUR,4500091135
2000,1900001620,2025,RE,2024-01-01,2024-01-01,USD,4500090014
1000,1900001621,2025,RE,2025-02-10,2025-02-14,AED,4500090314
3000,1900001622,2025,RE,2024-07-14,2024-07-14,USD,4500091860
2000,1900001623,2025,RE,2025-03-10,2025-03-14,EUR,4500090128
3000,1900001624,2025,RE,2025-02-04,2025-02-05,EUR,4500090775
2000,1900001625,2025,RE,2024-03-10,2024-03-14,EUR,4500091743
1000,1900001626,2025,RE,2024-05-09,2024-05-12,AED,4500091717
3000,1900001627,2025,RE,2024-06-07,2024-06-12,EUR,4500091738
1000,1900001628,2025,RE,2024-11-09,2024-11-13,AED,4500091574
3000,1900001629,2025,RE,2025-10-14,2025-10-18,USD,4500091193
3000,1900001630,2024,RE,2025-09-16,2025-09-17,EUR,4500091247
3000,1900001631,2025,RE,2025-05-31,2025-06-02,AED,4500090743
3000,1900001632,2024,RE,2024-08-08,2024-08-13,USD,4500090537
2000,1900001633,2025,RE,2024-12-24,2024-12-26,USD,4500091357
3000,1900001634,2025,RE,2024-06-02,2024-06-06,AED,4500090037
3000,1900001635,2025,RE,2025-09-16,2025-09-18,USD,4500091616
1000,1900001636,2024,RE,2025-04-20,2025-04-24,EUR,4500091335
1000,1900001637,2025,RE,2025-07-08,2025-07-08,EUR,4500090672
2000,1900001638,2024,RE,2024-10-13,2024-10-15,AED,4500091282
3000,1900001639,2025,RE,2024-02-13,2024-02-13,EUR,4500090553
2000,1900001640,2025,RE,2025-06-13,2025-06-16,EUR,4500091131
3000,1900001641,2024,RE,2024-01-22,2024-01-22,EUR,4500091345
1000,1900001642,2024,RE,2025-08-06,2025-08-09,AED,4500091642
1000,1900001643,2024,RE,2024-05-30,2024-06-04,AED,4500090914
3000,1900001644,2025,RE,2025-01-17,2025-01-22,AED,4500091677
1000,1900001645,2024,RE,2025-09-06,2025-09-11,EUR,4500090549
1000,1900001646,2024,RE,2024-08-04,2024-08-07,EUR,4500090227
3000,1900001647,2025,RE,2025-11-30,2025-12-02,USD,4500090600
3000,1900001648,2025,RE,2024-04-28,2024-05-02,USD,4500091992
1000,1900001649,2025,RE,2025-03-11,2025-03-11,AED,4500090631
3000,1900001650,2024,RE,2024-10-21,2024-10-25,AED,4500091838
2000,1900001651,2025,RE,2024-02-25,2024-03-01,USD,4500090497
2000,1900001652,2025,RE,2024-01-31,2024-02-04,USD,4500091370
2000,1900001653,2025,RE,2025-03-03,2025-03-04,AED,4500091466
2000,1900001654,2025,RE,2024-05-17,2024-05-17,AED,4500090029
1000,1900001655,2025,RE,2025-07-31,2025-08-03,AED,4500090647
3000,1900001656,2025,RE,2024-07-10,2024-07-14,AED,4500091137
3000,1900001657,2024,RE,2024-05-22,2024-05-24,AED,4500091490
1000,1900001658,2024,RE,2025-03-12,2025-03-15,EUR,4500090737
3000,1900001659,2025,RE,2024-11-13,2024-11-17,EUR,4500090343
2000,1900001660,2024,RE,2024-12-26,2024-12-28,AED,4500090110
1000,1900001661,2024,RE,2025-09-28,2025-10-02,AED,4500090488
3000,1900001662,2024,RE,2024-10-20,2024-10-20,AED,4500090589
1000,1900001663,2025,RE,2025-01-29,2025-01-30,EUR,4500090673
1000,1900001664,2024,RE,2024-03-08,2024-03-12,EUR,4500091328
1000,1900001665,2025,RE,2025-01-07,2025-01-12,AED,4500091095
3000,1900001666,2024,RE,2025-06-21,2025-06-21,USD,4500090334
1000,1900001667,2024,RE,2025-11-14,2025-11-18,EUR,4500090591
2000,1900001668,2025,RE,2024-04-20,2024-04-25,EUR,4500090165
2000,1900001669,2025,RE,2025-01-23,2025-01-23,AED,4500091926
2000,1900001670,2025,RE,2025-03-25,2025-03-25,USD,4500090679
2000,1900001671,2025,RE,2025-04-26,2025-04-28,EUR,4500091174
1000,1900001672,2024,RE,2025-12-14,2025-12-18,AED,4500091588
2000,1900001673,2024,RE,2025-10-09,2025-10-14,USD,4500090855
1000,1900001674,2024,RE,2024-11-19,2024-11-23,EUR,4500090784
3000,1900001675,2025,RE,2025-10-11,2025-10-13,USD,4500091616
2000,1900001676,2025,RE,2024-02-07,2024-02-12,USD,4500091714
1000,1900001677,2025,RE,2024-01-21,2024-01-23,EUR,4500090274
1000,1900001678,2025,RE,2025-06-28,2025-06-30,USD,4500090286
1000,1900001679,2024,RE,2025-08-01,2025-08-01,USD,4500091173
2000,1900001680,2024,RE,2024-09-04,2024-09-07,USD,4500090071
3000,1900001681,2025,RE,2024-12-22,2024-12-26,USD,4500091423
3000,1900001682,2025,RE,2024-09-24,2024-09-26,AED,4500091566
1000,1900001683,2024,RE,2025-06-12,2025-06-12,USD,4500091660
1000,1900001684,2025,RE,2024-03-20,2024-03-20,AED,4500090653
1000,1900001685,2024,RE,2024-04-15,2024-04-17,AED,4500091579
1000,1900001686,2024,RE,2024-02-26,2024-02-27,EUR,4500090274
1000,1900001687,2025,RE,2024-02-15,2024-02-18,USD,4500091074
1000,1900001688,2025,RE,2024-10-07,2024-10-08,USD,4500090475
3000,1900001689,2025,RE,2025-01-19,2025-01-20,EUR,4500091330
3000,1900001690,2024,RE,2024-07-02,2024-07-06,USD,4500091454
3000,1900001691,2024,RE,2024-06-03,2024-06-03,EUR,4500091662
3000,1900001692,2025,RE,2024-08-21,2024-08-23,AED,4500091388
3000,1900001693,2024,RE,2025-01-25,2025-01-29,EUR,4500091330
2000,1900001694,2024,RE,2025-02-01,2025-02-01,AED,4500091097
3000,1900001695,2025,RE,2024-06-06,2024-06-07,EUR,4500090588
2000,1900001696,2025,RE,2024-03-19,2024-03-19,AED,4500090093
3000,1900001697,2025,RE,2025-09-10,2025-09-11,AED,4500090748
3000,1900001698,2024,RE,2025-05-18,2025-05-18,USD,4500090548
2000,1900001699,2024,RE,2025-01-01,2025-01-04,USD,4500090684
1000,1900001700,2024,RE,2024-09-23,2024-09-24,USD,4500091577
3000,1900001701,2024,RE,2025-07-27,2025-07-27,USD,4500091618
3000,1900001702,2025,RE,2024-08-01,2024-08-02,USD,4500091000
2000,1900001703,2025,RE,2024-01-01,2024-01-05,USD,4500090831
3000,1900001704,2025,RE,2025-01-14,2025-01-14,USD,4500090933
2000,1900001705,2025,RE,2025-02-05,2025-02-07,EUR,4500090844
3000,1900001706,2025,RE,2025-02-10,2025-02-14,AED,4500090661
2000,1900001707,2024,RE,2024-07-05,2024-07-05,AED,4500090413
3000,1900001708,2025,RE,2025-08-10,2025-08-10,EUR,4500090489
2000,1900001709,2025,RE,2025-01-25,2025-01-26,USD,4500091513
2000,1900001710,2024,RE,2024-05-30,2024-05-30,AED,4500091730
3000,1900001711,2024,RE,2024-05-27,2024-05-28,AED,4500090222
1000,1900001712,2025,RE,2024-05-14,2024-05-19,EUR,4500090004
1000,1900001713,2024,RE,2025-08-31,2025-09-01,AED,4500090298
2000,1900001714,2025,RE,2025-12-20,2025-12-20,AED,4500090473
2000,1900001715,2025,RE,2025-09-10,2025-09-11,USD,4500090916
2000,1900001716,2024,RE,2025-08-23,2025-08-26,AED,4500090681
3000,1900001717,2025,RE,2025-09-10,2025-09-12,EUR,4500090471
1000,1900001718,2024,RE,2024-10-14,2024-10-19,USD,4500090841
3000,1900001719,2024,RE,2024-02-27,2024-03-02,AED,4500091638
1000,1900001720,2025,RE,2024-08-08,2024-08-11,AED,4500091187
2000,1900001721,2024,RE,2025-04-21,2025-04-21,AED,4500090387
3000,1900001722,2024,RE,2024-07-11,2024-07-11,EUR,4500090112
3000,1900001723,2025,RE,2025-03-07,2025-03-07,AED,4500091719
3000,1900001724,2025,RE,2024-10-25,2024-10-27,AED,4500090383
1000,1900001725,2024,RE,2025-07-10,2025-07-15,AED,4500091771
2000,1900001726,2024,RE,2025-03-18,2025-03-19,EUR,4500090319
1000,1900001727,2025,RE,2024-08-16,2024-08-17,EUR,4500091937
3000,1900001728,2025,RE,2024-06-29,2024-07-04,USD,4500091922
1000,1900001729,2024,RE,2025-11-28,2025-11-28,USD,4500090788
2000,1900001730,2025,RE,2024-04-08,2024-04-10,EUR,4500091797
3000,1900001731,2024,RE,2025-08-27,2025-08-28,EUR,4500091893
1000,1900001732,2025,RE,2025-10-22,2025-10-26,AED,4500091069
2000,1900001733,2024,RE,2024-06-09,2024-06-14,AED,4500090572
1000,1900001734,2024,RE,2024-07-20,2024-07-22,USD,4500090570
1000,1900001735,2025,RE,2025-06-04,2025-06-09,USD,4500091465
3000,1900001736,2024,RE,2024-02-03,2024-02-07,USD,4500090697
2000,1900001737,2024,RE,2024-12-19,2024-12-19,EUR,4500090987
1000,1900001738,2024,RE,2025-12-15,2025-12-20,AED,4500090264
2000,1900001739,2024,RE,2024-03-12,2024-03-16,EUR,4500091145
1000,1900001740,2025,RE,2024-10-18,2024-10-21,USD,4500090806
2000,1900001741,2025,RE,2025-01-10,2025-01-15,AED,4500090550
1000,1900001742,2025,RE,2025-04-14,2025-04-19,EUR,4500091361
1000,1900001743,2025,RE,2025-10-12,2025-10-17,EUR,4500091387
3000,1900001744,2025,RE,2025-01-11,2025-01-13,EUR,4500091527
3000,1900001745,2024,RE,2025-11-06,2025-11-09,EUR,4500090146
1000,1900001746,2025,RE,2025-08-06,2025-08-08,EUR,4500091609
3000,1900001747,2024,RE,2024-07-24,2024-07-27,EUR,4500090990
2000,1900001748,2025,RE,2024-07-22,2024-07-27,AED,4500091725
2000,1900001749,2025,RE,2025-10-11,2025-10-11,EUR,4500090287
1000,1900001750,2025,RE,2024-07-31,2024-08-03,EUR,4500091424
1000,1900001751,2025,RE,2024-02-14,2024-02-18,EUR,4500090389
3000,1900001752,2025,RE,2024-01-31,2024-02-04,EUR,4500090506
2000,1900001753,2025,RE,2024-06-16,2024-06-18,AED,4500091530
3000,1900001754,2024,RE,2025-03-24,2025-03-28,EUR,4500091201
2000,1900001755,2024,RE,2025-02-27,2025-03-04,AED,4500090577
3000,1900001756,2025,RE,2025-04-16,2025-04-20,AED,4500091349
3000,1900001757,2024,RE,2024-05-18,2024-05-20,USD,4500091501
1000,1900001758,2025,RE,2024-10-31,2024-11-01,EUR,4500090802
3000,1900001759,2025,RE,2024-01-21,2024-01-21,EUR,4500091467
3000,1900001760,2024,RE,2024-07-15,2024-07-20,EUR,4500090899
2000,1900001761,2024,RE,2025-09-07,2025-09-08,EUR,4500090063
1000,1900001762,2024,RE,2024-05-13,2024-05-13,EUR,4500091818
1000,1900001763,2025,RE,2024-03-17,2024-03-17,AED,4500091402
3000,1900001764,2024,RE,2025-06-18,2025-06-22,EUR,4500090180
1000,1900001765,2024,RE,2025-03-16,2025-03-19,AED,4500090850
3000,1900001766,2024,RE,2024-08-21,2024-08-23,USD,4500090237
1000,1900001767,2024,RE,2024-09-29,2024-10-04,EUR,4500091160
2000,1900001768,2024,RE,2024-08-23,2024-08-27,EUR,4500090133
3000,1900001769,2024,RE,2025-12-27,2025-12-30,USD,4500090250
1000,1900001770,2025,RE,2025-09-23,2025-09-24,USD,4500090425
2000,1900001771,2025,RE,2024-11-29,2024-11-29,EUR,4500091325
3000,1900001772,2024,RE,2024-08-08,2024-08-08,EUR,4500091939
2000,1900001773,2025,RE,2024-07-10,2024-07-11,EUR,4500091022
3000,1900001774,2025,RE,2024-11-09,2024-11-11,EUR,4500091117
1000,1900001775,2025,RE,2024-02-05,2024-02-10,AED,4500091123
2000,1900001776,2025,RE,2024-08-28,2024-08-31,EUR,4500091568
3000,1900001777,2025,RE,2024-04-10,2024-04-15,EUR,4500091706
2000,1900001778,2024,RE,2025-10-01,2025-10-04,USD,4500090234
2000,1900001779,2025,RE,2025-10-20,2025-10-21,EUR,4500091355
2000,1900001780,2025,RE,2024-09-20,2024-09-24,AED,4500090686
1000,1900001781,2024,RE,2024-02-15,2024-02-16,EUR,4500091449
2000,1900001782,2024,RE,2025-12-27,2025-12-30,AED,4500090981
1000,1900001783,2024,RE,2024-03-26,2024-03-26,AED,4500091123
1000,1900001784,2025,RE,2024-05-31,2024-06-02,EUR,4500091431
2000,1900001785,2025,RE,2024-08-27,2024-09-01,AED,4500091019
3000,1900001786,2024,RE,2025-12-08,2025-12-09,EUR,4500091010
1000,1900001787,2024,RE,2025-12-12,2025-12-13,EUR,4500091296
2000,1900001788,2024,RE,2025-07-29,2025-07-30,USD,4500091180
3000,1900001789,2025,RE,2025-10-20,2025-10-21,AED,4500091697
1000,1900001790,2024,RE,2024-05-23,2024-05-26,EUR,4500091502
1000,1900001791,2025,RE,2025-08-23,2025-08-26,AED,4500091876
1000,1900001792,2024,RE,2024-09-02,2024-09-06,EUR,4500090554
1000,1900001793,2024,RE,2025-02-25,2025-02-25,USD,4500091839
3000,1900001794,2025,RE,2025-10-25,2025-10-27,AED,4500091671
3000,1900001795,2024,RE,2024-12-14,2024-12-16,USD,4500090876
3000,1900001796,2025,RE,2025-11-26,2025-11-30,AED,4500091702
3000,1900001797,2025,RE,2025-01-04,2025-01-04,EUR,4500091281
1000,1900001798,2025,RE,2025-01-14,2025-01-17,EUR,4500090719
1000,1900001799,2025,RE,2024-10-21,2024-10-21,USD,4500091198
2000,1900001800,2024,RE,2025-01-15,2025-01-15,USD,4500090134
2000,1900001801,2024,RE,2024-04-30,2024-05-05,AED,4500090817
1000,1900001802,2024,RE,2025-06-18,2025-06-20,EUR,4500090431
3000,1900001803,2024,RE,2025-07-31,2025-08-05,AED,4500090921
3000,1900001804,2024,RE,2025-01-15,2025-01-15,USD,4500090891
3000,1900001805,2025,RE,2024-12-13,2024-12-18,AED,4500090385
3000,1900001806,2024,RE,2025-10-22,2025-10-27,EUR,4500091676
2000,1900001807,2025,RE,2025-07-26,2025-07-29,AED,4500091466
3000,1900001808,2024,RE,2024-10-25,2024-10-29,EUR,4500090436
2000,1900001809,2024,RE,2024-07-27,2024-07-29,AED,4500091948
2000,1900001810,2025,RE,2025-05-20,2025-05-22,EUR,4500091354
1000,1900001811,2024,RE,2024-02-28,2024-03-02,EUR,4500091061
3000,1900001812,2025,RE,2024-01-03,2024-01-03,EUR,4500091008
2000,1900001813,2025,RE,2024-09-20,2024-09-20,USD,4500090311
3000,1900001814,2024,RE,2025-06-16,2025-06-20,USD,4500090711
1000,1900001815,2025,RE,2025-05-25,2025-05-28,EUR,4500090172
2000,1900001816,2024,RE,2025-08-27,2025-08-29,USD,4500090574
3000,1900001817,2025,RE,2024-05-24,2024-05-25,EUR,4500090889
2000,1900001818,2024,RE,2024-12-14,2024-12-16,USD,4500090883
2000,1900001819,2024,RE,2024-07-03,2024-07-07,USD,4500091483
1000,1900001820,2024,RE,2024-05-25,2024-05-25,USD,4500091476
2000,1900001821,2025,RE,2024-09-13,2024-09-17,USD,4500091038
1000,1900001822,2025,RE,2024-10-08,2024-10-10,EUR,4500091369
2000,1900001823,2024,RE,2025-07-08,2025-07-10,AED,4500090087
3000,1900001824,2024,RE,2024-08-17,2024-08-22,USD,4500090522
1000,1900001825,2025,RE,2024-02-07,2024-02-11,AED,4500091579
2000,1900001826,2024,RE,2025-04-24,2025-04-28,AED,4500090897
2000,1900001827,2025,RE,2025-10-31,2025-11-02,EUR,4500091082
1000,1900001828,2025,RE,2024-06-18,2024-06-23,USD,4500090584
2000,1900001829,2024,RE,2025-02-13,2025-02-18,AED,4500091734
3000,1900001830,2025,RE,2024-06-12,2024-06-12,USD,4500091616
3000,1900001831,2025,RE,2025-09-15,2025-09-18,EUR,4500091680
1000,1900001832,2024,RE,2025-09-28,2025-10-01,AED,4500091789
2000,1900001833,2025,RE,2025-03-07,2025-03-09,AED,4500090265
3000,1900001834,2024,RE,2025-12-20,2025-12-25,AED,4500091675
2000,1900001835,2024,RE,2025-12-06,2025-12-07,AED,4500091282
1000,1900001836,2025,RE,2024-09-16,2024-09-19,USD,4500091809
1000,1900001837,2025,RE,2024-10-28,2024-11-01,AED,4500090245
1000,1900001838,2024,RE,2024-08-18,2024-08-19,AED,4500091625
3000,1900001839,2025,RE,2024-07-25,2024-07-25,AED,4500090705
2000,1900001840,2024,RE,2025-06-23,2025-06-28,AED,4500091630
2000,1900001841,2024,RE,2025-12-28,2026-01-02,AED,4500090735
1000,1900001842,2024,RE,2024-07-02,2024-07-06,AED,4500091657
1000,1900001843,2025,RE,2025-06-04,2025-06-05,USD,4500090559
1000,1900001844,2024,RE,2025-12-26,2025-12-28,EUR,4500091332
2000,1900001845,2025,RE,2024-05-16,2024-05-16,EUR,4500090455
3000,1900001846,2025,RE,2025-04-02,2025-04-05,EUR,4500090907
1000,1900001847,2024,RE,2024-11-22,2024-11-25,USD,4500091591
1000,1900001848,2024,RE,2025-04-08,2025-04-09,EUR,4500091335
3000,1900001849,2024,RE,2024-10-14,2024-10-14,USD,4500091990
3000,1900001850,2024,RE,2025-09-22,2025-09-24,AED,4500091504
3000,1900001851,2025,RE,2025-12-08,2025-12-09,EUR,4500091804
2000,1900001852,2024,RE,2024-12-16,2024-12-16,EUR,4500090853
3000,1900001853,2024,RE,2025-05-22,2025-05-25,EUR,4500091395
2000,1900001854,2025,RE,2024-01-31,2024-01-31,USD,4500091782
2000,1900001855,2024,RE,2024-01-27,2024-02-01,EUR,4500091219
2000,1900001856,2025,RE,2024-07-26,2024-07-31,EUR,4500090844
3000,1900001857,2025,RE,2025-10-02,2025-10-06,USD,4500090913
2000,1900001858,2024,RE,2024-10-31,2024-11-03,USD,4500090000
2000,1900001859,2024,RE,2024-10-06,2024-10-11,USD,4500091814
3000,1900001860,2024,RE,2025-10-22,2025-10-25,EUR,4500091676
1000,1900001861,2025,RE,2025-05-05,2025-05-07,EUR,4500091870
1000,1900001862,2025,RE,2024-01-15,2024-01-16,AED,4500091380
3000,1900001863,2024,RE,2025-09-27,2025-09-29,EUR,4500091239
1000,1900001864,2025,RE,2025-08-15,2025-08-17,USD,4500090371
1000,1900001865,2025,RE,2025-01-01,2025-01-05,USD,4500091013
3000,1900001866,2025,RE,2025-11-01,2025-11-04,AED,4500091935
2000,1900001867,2024,RE,2024-09-02,2024-09-06,EUR,4500090127
3000,1900001868,2024,RE,2024-12-27,2025-01-01,EUR,4500090923
2000,1900001869,2024,RE,2025-08-19,2025-08-23,EUR,4500090460
1000,1900001870,2024,RE,2024-06-29,2024-07-01,EUR,4500090651
3000,1900001871,2024,RE,2025-12-16,2025-12-19,AED,4500091566
3000,1900001872,2024,RE,2024-07-23,2024-07-25,AED,4500091458
1000,1900001873,2024,RE,2025-04-21,2025-04-21,EUR,4500090629
1000,1900001874,2025,RE,2025-07-03,2025-07-03,USD,4500090983
2000,1900001875,2025,RE,2024-08-04,2024-08-07,EUR,4500090133
3000,1900001876,2024,RE,2024-03-05,2024-03-07,EUR,4500091479
2000,1900001877,2025,RE,2024-04-30,2024-05-03,EUR,4500091165
2000,1900001878,2024,RE,2025-11-21,2025-11-26,AED,4500090347
1000,1900001879,2025,RE,2024-06-25,2024-06-30,AED,4500091802
2000,1900001880,2025,RE,2025-10-06,2025-10-11,EUR,4500090951
1000,1900001881,2025,RE,2025-07-19,2025-07-22,EUR,4500091335
2000,1900001882,2025,RE,2024-04-04,2024-04-09,USD,4500090803
1000,1900001883,2024,RE,2025-04-12,2025-04-16,USD,4500091248
1000,1900001884,2025,RE,2024-02-26,2024-02-26,EUR,4500090309
1000,1900001885,2025,RE,2024-09-01,2024-09-03,EUR,4500090456
2000,1900001886,2025,RE,2024-04-08,2024-04-08,USD,4500090979
3000,1900001887,2024,RE,2024-03-08,2024-03-12,USD,4500091756
3000,1900001888,2025,RE,2024-01-02,2024-01-05,AED,4500090188
3000,1900001889,2025,RE,2024-07-21,2024-07-21,AED,4500091997
3000,1900001890,2024,RE,2024-07-20,2024-07-21,EUR,4500090640
3000,1900001891,2025,RE,2024-08-16,2024-08-18,AED,4500090660
1000,1900001892,2024,RE,2024-12-11,2024-12-13,USD,4500090067
3000,1900001893,2025,RE,2025-09-11,2025-09-13,EUR,4500091186
1000,1900001894,2024,RE,2025-12-20,2025-12-23,AED,4500090086
3000,1900001895,2024,RE,2024-02-12,2024-02-12,EUR,4500091130
3000,1900001896,2024,RE,2024-07-16,2024-07-19,AED,4500090627
2000,1900001897,2025,RE,2024-08-28,2024-08-31,USD,4500090894
3000,1900001898,2025,RE,2024-04-29,2024-04-29,AED,4500091838
3000,1900001899,2024,RE,2025-04-04,2025-04-05,EUR,4500091605
2000,1900001900,2024,RE,2025-08-17,2025-08-19,USD,4500090562
1000,1900001901,2025,RE,2024-06-28,2024-06-30,USD,4500090183
1000,1900001902,2025,RE,2025-05-09,2025-05-13,USD,4500090882
3000,1900001903,2024,RE,2024-05-01,2024-05-01,USD,4500091029
1000,1900001904,2025,RE,2025-09-21,2025-09-25,EUR,4500090309
1000,1900001905,2025,RE,2025-11-13,2025-11-18,USD,4500090755
2000,1900001906,2024,RE,2025-07-26,2025-07-26,AED,4500090872
1000,1900001907,2024,RE,2024-11-13,2024-11-18,AED,4500091945
3000,1900001908,2025,RE,2024-10-03,2024-10-06,EUR,4500091397
2000,1900001909,2025,RE,2024-10-07,2024-10-08,AED,4500090242
1000,1900001910,2024,RE,2024-04-14,2024-04-19,USD,4500090536
1000,1900001911,2025,RE,2025-09-26,2025-10-01,AED,4500090544
2000,1900001912,2025,RE,2025-09-01,2025-09-06,USD,4500091553
3000,1900001913,2024,RE,2024-03-08,2024-03-11,AED,4500090481
3000,1900001914,2025,RE,2025-01-12,2025-01-16,AED,4500090037
3000,1900001915,2025,RE,2024-01-28,2024-01-28,USD,4500091845
