EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,BEDAT,WAERS,ZTERM
4500091650,1000,NB,100046,1000,002,2024-12-27,AED,0001
4500091651,3000,NB,100037,1000,003,2024-12-14,AED,NT60
4500091652,2000,NB,100044,2000,004,2024-04-23,USD,0001
4500091653,2000,ZSER,100041,2000,002,2025-08-11,AED,0001
4500091654,2000,FO,100030,2000,002,2024-04-22,AED,NT30
4500091655,2000,FO,100018,2000,001,2024-05-08,AED,NT30
4500091656,2000,NB,100044,2000,004,2024-12-28,USD,NT60
4500091657,1000,FO,100059,1000,001,2024-02-03,AED,NT30
4500091658,2000,FO,100058,2000,004,2024-03-08,AED,NT30
4500091659,1000,FO,100051,2000,004,2024-08-16,EUR,NT45
4500091660,1000,FO,100030,1000,001,2025-05-03,USD,NT45
4500091661,2000,FO,100004,1000,004,2025-10-22,AED,0001
4500091662,3000,NB,100039,1000,004,2025-05-19,EUR,NT60
4500091663,2000,NB,100050,2000,002,2025-12-06,EUR,0001
4500091664,1000,ZSER,100017,1000,001,2024-12-14,USD,NT45
4500091665,2000,NB,100020,1000,002,2024-03-15,USD,NT60
4500091666,2000,NB,100020,2000,001,2025-07-01,EUR,NT45
4500091667,1000,FO,100054,1000,001,2024-03-30,EUR,NT30
4500091668,2000,ZSER,100057,1000,003,2024-01-22,AED,NT60
4500091669,2000,FO,100044,2000,001,2025-05-24,EUR,0001
4500091670,1000,NB,100007,2000,004,2025-02-24,USD,NT60
4500091671,3000,ZSER,100020,2000,003,2025-09-13,AED,0001
4500091672,1000,ZSER,100046,1000,002,2024-04-08,EUR,NT30
4500091673,3000,FO,100007,2000,001,2025-02-21,AED,NT60
4500091674,1000,NB,100045,1000,003,2025-05-14,EUR,NT45
4500091675,3000,NB,100049,1000,004,2024-01-30,AED,0001
4500091676,3000,ZSER,100027,2000,004,2025-01-23,EUR,NT30
4500091677,3000,NB,100015,2000,002,2024-04-01,AED,NT45
4500091678,1000,NB,100027,2000,004,2024-12-05,EUR,NT45
4500091679,3000,NB,100030,2000,001,2024-04-20,EUR,NT60
4500091680,3000,ZSER,100046,1000,004,2024-02-07,EUR,0001
4500091681,1000,ZSER,100015,1000,001,2025-06-22,USD,NT30
4500091682,2000,FO,100041,2000,004,2025-02-26,USD,0001
4500091683,1000,NB,100040,1000,002,2025-02-17,USD,NT30
4500091684,1000,ZSER,100011,2000,001,2025-01-03,EUR,NT30
4500091685,1000,NB,100051,1000,004,2024-04-27,AED,NT60
4500091686,2000,FO,100051,1000,001,2024-10-15,USD,NT45
4500091687,1000,ZSER,100014,1000,002,2024-03-16,EUR,0001
4500091688,2000,NB,100042,2000,001,2025-08-10,USD,NT60
4500091689,3000,ZSER,100026,1000,003,2025-07-27,USD,NT30
4500091690,2000,NB,100040,2000,001,2024-04-16,AED,NT45
4500091691,1000,ZSER,100023,2000,001,2025-02-28,EUR,0001
4500091692,1000,NB,100013,1000,003,2024-03-11,EUR,0001
4500091693,1000,FO,100001,2000,003,2024-08-15,AED,0001
4500091694,2000,ZSER,100045,2000,001,2024-08-22,USD,0001
4500091695,2000,FO,100002,1000,001,2024-12-22,AED,NT30
4500091696,2000,NB,100021,1000,003,2024-10-29,USD,0001
4500091697,3000,FO,100028,2000,003,2024-10-24,AED,0001
4500091698,1000,ZSER,100028,2000,003,2025-05-12,AED,NT60
4500091699,3000,ZSER,100028,2000,001,2024-04-19,USD,NT60
4500091700,2000,ZSER,100005,2000,004,2024-12-31,EUR,NT45
4500091701,1000,ZSER,100023,1000,004,2024-06-14,AED,NT30
4500091702,3000,FO,100011,2000,002,2025-01-28,AED,0001
4500091703,1000,ZSER,100006,2000,004,2025-04-10,AED,NT45
4500091704,3000,FO,100009,2000,001,2025-05-05,EUR,NT30
4500091705,2000,ZSER,100000,1000,004,2025-01-09,USD,NT60
4500091706,3000,FO,100034,1000,001,2025-12-11,EUR,NT60
4500091707,1000,FO,100047,2000,002,2025-08-20,AED,NT30
4500091708,3000,FO,100026,1000,003,2024-03-13,EUR,NT30
4500091709,3000,FO,100033,1000,004,2024-11-06,EUR,NT45
4500091710,3000,FO,100040,2000,003,2024-09-07,AED,0001
4500091711,1000,NB,100035,2000,002,2024-05-19,USD,0001
4500091712,2000,ZSER,100038,1000,003,2024-09-01,AED,NT30
4500091713,2000,NB,100051,1000,004,2025-02-15,AED,NT45
4500091714,2000,ZSER,100051,2000,001,2025-10-06,USD,NT30
4500091715,3000,ZSER,100044,1000,004,2024-12-22,AED,NT45
4500091716,3000,NB,100025,1000,002,2025-02-08,USD,NT60
4500091717,1000,ZSER,100058,2000,004,2025-08-07,AED,NT60
4500091718,1000,NB,100059,2000,002,2025-04-11,EUR,0001
4500091719,3000,NB,100044,2000,002,2024-05-29,AED,0001
4500091720,3000,FO,100028,2000,003,2024-08-23,AED,NT60
4500091721,2000,FO,100008,1000,004,2025-07-11,AED,NT45
4500091722,1000,ZSER,100002,2000,003,2025-06-09,AED,NT45
4500091723,1000,FO,100008,1000,002,2024-05-12,AED,NT45
4500091724,2000,FO,100017,1000,001,2024-07-21,EUR,NT45
4500091725,2000,FO,100014,2000,004,2024-05-06,AED,NT60
4500091726,1000,NB,100017,2000,001,2024-09-15,EUR,0001
4500091727,2000,NB,100031,2000,002,2025-02-20,AED,NT30
4500091728,3000,FO,100039,1000,002,2025-08-09,USD,NT60
4500091729,2000,ZSER,100059,1000,004,2024-02-19,AED,0001
4500091730,2000,NB,100005,2000,003,2024-04-28,AED,0001
4500091731,3000,NB,100017,1000,001,2025-06-28,EUR,NT60
4500091732,1000,NB,100004,1000,003,2024-11-12,AED,NT60
4500091733,1000,FO,100006,1000,001,2025-11-27,AED,NT60
4500091734,2000,NB,100033,1000,003,2025-08-07,AED,NT45
4500091735,1000,FO,100058,2000,004,2025-06-10,AED,NT30
4500091736,1000,ZSER,100017,1000,002,2025-02-03,AED,0001
4500091737,3000,FO,100013,2000,002,2025-06-17,AED,NT60
4500091738,3000,ZSER,100037,2000,003,2024-10-18,EUR,0001
4500091739,1000,FO,100018,2000,003,2025-10-31,AED,NT30
4500091740,2000,FO,100045,2000,004,2025-08-09,AED,NT45
4500091741,2000,FO,100006,2000,001,2025-12-04,AED,NT45
4500091742,1000,NB,100018,2000,003,2024-01-14,USD,NT60
4500091743,2000,FO,100059,1000,002,2025-11-30,EUR,NT45
4500091744,2000,FO,100031,2000,001,2024-03-17,AED,NT45
4500091745,3000,FO,100016,2000,004,2025-01-04,USD,NT45
4500091746,1000,FO,100005,1000,004,2025-10-12,EUR,NT30
4500091747,2000,FO,100059,2000,003,2024-09-19,AED,NT60
4500091748,2000,FO,100027,2000,003,2024-01-07,USD,NT45
4500091749,3000,NB,100002,1000,004,2024-01-30,AED,0001
4500091750,1000,FO,100021,1000,004,2025-11-23,AED,NT30
4500091751,3000,NB,100024,1000,002,2024-07-05,AED,NT45
4500091752,1000,NB,100039,2000,002,2024-05-30,USD,0001
4500091753,1000,NB,100057,1000,004,2025-07-26,EUR,NT60
4500091754,1000,ZSER,100056,1000,001,2025-03-31,EUR,NT45
4500091755,3000,NB,100026,2000,003,2025-08-13,EUR,0001
4500091756,3000,ZSER,100028,2000,003,2024-06-08,USD,NT60
4500091757,2000,NB,100029,1000,004,2024-02-24,USD,NT60
4500091758,3000,ZSER,100043,2000,003,2024-03-13,USD,0001
4500091759,2000,NB,100041,2000,004,2025-06-12,AED,0001
4500091760,2000,FO,100025,2000,001,2025-01-22,USD,0001
4500091761,2000,NB,100043,2000,001,2025-12-03,USD,NT30
4500091762,2000,FO,100010,1000,001,2024-02-10,EUR,NT60
4500091763,3000,FO,100037,2000,004,2025-01-16,AED,NT45
4500091764,3000,FO,100031,1000,002,2025-07-22,USD,NT60
4500091765,3000,NB,100010,1000,001,2025-12-03,USD,NT30
4500091766,3000,FO,100044,1000,004,2025-10-31,EUR,0001
4500091767,2000,NB,100005,2000,002,2025-02-18,EUR,NT60
4500091768,3000,NB,100015,2000,004,2025-04-14,EUR,0001
4500091769,3000,ZSER,100046,1000,003,2025-02-04,EUR,NT30
4500091770,2000,ZSER,100025,1000,003,2024-06-24,EUR,NT60
4500091771,1000,NB,100006,1000,003,2024-04-09,AED,NT30
4500091772,2000,NB,100052,1000,001,2025-08-13,AED,0001
4500091773,2000,ZSER,100016,2000,002,2024-06-07,USD,NT60
4500091774,2000,ZSER,100054,2000,003,2024-10-15,EUR,NT60
4500091775,1000,FO,100021,2000,002,2025-07-02,AED,NT45
4500091776,1000,NB,100048,2000,001,2024-10-28,USD,NT45
4500091777,3000,NB,100029,1000,003,2024-12-06,EUR,NT45
4500091778,2000,ZSER,100018,1000,004,2024-10-28,AED,NT60
4500091779,1000,FO,100016,1000,001,2025-06-14,EUR,NT30
4500091780,3000,FO,100011,1000,004,2025-10-28,AED,NT45
4500091781,3000,NB,100000,2000,001,2025-05-18,EUR,0001
4500091782,2000,ZSER,100055,2000,004,2025-06-06,USD,NT60
4500091783,3000,FO,100002,2000,003,2024-11-19,USD,NT45
4500091784,1000,ZSER,100005,1000,001,2024-06-20,USD,0001
4500091785,2000,FO,100000,1000,003,2025-06-01,EUR,NT30
4500091786,3000,FO,100017,2000,004,2025-10-15,USD,NT60
4500091787,1000,ZSER,100049,1000,002,2025-04-18,AED,NT60
4500091788,2000,ZSER,100037,1000,003,2025-04-05,USD,NT30
4500091789,1000,FO,100024,2000,003,2025-09-15,AED,0001
4500091790,1000,ZSER,100057,2000,003,2024-06-14,AED,NT60
4500091791,1000,NB,100008,1000,001,2024-02-18,USD,0001
4500091792,3000,NB,100027,2000,001,2025-07-16,USD,NT30
4500091793,2000,FO,100053,2000,001,2024-07-21,USD,0001
4500091794,3000,FO,100021,2000,001,2025-09-18,EUR,NT60
4500091795,3000,NB,100057,2000,002,2024-03-17,AED,NT60
4500091796,2000,NB,100025,1000,002,2025-10-27,USD,NT60
4500091797,2000,NB,100056,1000,002,2024-09-25,EUR,NT30
4500091798,1000,ZSER,100056,1000,002,2024-10-19,EUR,NT45
4500091799,3000,NB,100036,2000,004,2024-03-03,AED,NT60
4500091800,2000,NB,100020,1000,001,2024-11-05,USD,NT45
4500091801,2000,NB,100027,1000,004,2025-07-13,USD,NT60
4500091802,1000,NB,100032,1000,003,2024-03-26,AED,NT60
4500091803,3000,ZSER,100035,1000,004,2025-07-12,AED,0001
4500091804,3000,ZSER,100020,1000,001,2025-02-05,EUR,NT45
4500091805,1000,FO,100056,1000,001,2025-12-13,AED,NT45
4500091806,2000,NB,100018,1000,002,2024-02-06,AED,NT45
4500091807,3000,FO,100004,2000,003,2024-09-19,USD,0001
4500091808,3000,ZSER,100005,1000,003,2025-10-29,AED,0001
4500091809,1000,FO,100055,2000,004,2024-07-29,USD,NT30
4500091810,1000,FO,100029,1000,003,2024-03-01,AED,NT30
4500091811,3000,FO,100041,1000,002,2024-02-19,USD,NT45
4500091812,3000,ZSER,100035,1000,002,2024-07-16,EUR,NT60
4500091813,3000,NB,100058,2000,003,2025-07-08,AED,NT60
4500091814,2000,FO,100049,1000,004,2024-08-28,USD,0001
4500091815,2000,FO,100023,2000,003,2025-06-15,AED,0001
4500091816,1000,ZSER,100032,1000,001,2024-11-05,AED,NT60
4500091817,1000,NB,100019,2000,001,2025-01-30,USD,NT45
4500091818,1000,FO,100031,1000,002,2025-04-07,EUR,NT60
4500091819,1000,FO,100041,1000,002,2024-05-20,AED,0001
4500091820,1000,FO,100001,1000,001,2025-08-22,EUR,NT60
4500091821,1000,NB,100050,2000,003,2024-09-22,AED,NT60
4500091822,3000,ZSER,100021,2000,001,2025-12-30,EUR,NT45
4500091823,1000,FO,100054,2000,002,2025-03-21,AED,NT30
4500091824,3000,FO,100055,1000,003,2024-03-09,EUR,0001
4500091825,2000,ZSER,100032,1000,001,2025-09-12,USD,NT30
4500091826,2000,NB,100019,2000,002,2025-07-26,AED,NT45
4500091827,3000,ZSER,100042,1000,002,2025-05-18,USD,NT45
4500091828,3000,FO,100043,1000,001,2025-06-18,EUR,NT30
4500091829,2000,ZSER,100016,1000,001,2024-09-17,AED,NT45
4500091830,2000,NB,100046,2000,002,2024-11-05,USD,0001
4500091831,3000,ZSER,100005,1000,002,2025-10-27,USD,0001
4500091832,1000,FO,100023,2000,004,2025-04-15,AED,NT45
4500091833,3000,ZSER,100030,1000,004,2024-01-10,USD,NT45
4500091834,3000,FO,100015,1000,004,2024-10-06,EUR,NT60
4500091835,3000,ZSER,100017,1000,001,2024-04-01,EUR,NT60
4500091836,3000,FO,100008,2000,002,2025-02-02,EUR,0001
4500091837,1000,FO,100046,1000,004,2025-01-25,AED,NT60
4500091838,3000,ZSER,100012,1000,001,2025-05-08,AED,NT60
4500091839,1000,NB,100013,2000,004,2024-09-21,USD,NT45
4500091840,1000,ZSER,100056,2000,002,2024-02-24,AED,NT45
4500091841,2000,FO,100013,2000,001,2025-06-30,USD,NT60
4500091842,3000,ZSER,100034,2000,003,2024-01-17,EUR,NT60
4500091843,1000,ZSER,100001,1000,004,2024-11-26,USD,0001
4500091844,3000,ZSER,100029,1000,002,2025-11-24,USD,NT60
4500091845,3000,FO,100048,2000,003,2025-08-18,USD,NT30
4500091846,2000,NB,100025,2000,004,2025-10-23,EUR,0001
4500091847,1000,ZSER,100027,2000,001,2024-09-09,AED,NT30
4500091848,1000,ZSER,100036,2000,003,2025-02-14,USD,0001
4500091849,2000,FO,100020,2000,003,2024-10-19,USD,NT30
4500091850,3000,FO,100010,2000,002,2024-12-25,AED,NT45
4500091851,1000,NB,100042,1000,001,2025-02-04,AED,NT30
4500091852,3000,ZSER,100049,1000,004,2025-07-25,AED,NT60
4500091853,2000,ZSER,100042,1000,001,2025-11-08,EUR,NT60
4500091854,2000,FO,100042,2000,001,2024-12-05,AED,NT45
4500091855,3000,NB,100032,1000,004,2024-11-22,USD,NT60
4500091856,3000,FO,100041,2000,004,2025-08-28,AED,NT45
4500091857,1000,ZSER,100024,2000,001,2024-02-02,USD,NT30
4500091858,1000,FO,100051,2000,003,2024-03-01,EUR,NT60
4500091859,2000,ZSER,100022,1000,001,2025-07-18,USD,NT60
4500091860,3000,FO,100023,2000,001,2024-05-14,USD,NT45
4500091861,2000,FO,100004,2000,001,2024-07-07,AED,NT30
4500091862,2000,FO,100023,1000,001,2024-02-07,AED,NT45
4500091863,1000,FO,100058,1000,004,2025-01-09,USD,NT45
4500091864,2000,NB,100002,1000,002,2025-07-30,EUR,NT30
4500091865,1000,NB,100002,2000,003,2025-10-27,USD,0001
4500091866,3000,ZSER,100008,1000,002,2025-11-15,USD,NT30
4500091867,1000,NB,100027,2000,003,2024-06-03,AED,0001
4500091868,2000,ZSER,100006,1000,003,2025-08-07,EUR,NT30
4500091869,1000,FO,100056,2000,004,2025-07-24,USD,NT30
4500091870,1000,FO,100021,1000,004,2025-05-28,EUR,NT60
4500091871,3000,FO,100001,2000,004,2024-10-24,EUR,NT45
4500091872,2000,NB,100025,2000,001,2024-10-19,EUR,NT60
4500091873,3000,NB,100019,2000,004,2025-09-03,AED,0001
4500091874,2000,NB,100020,1000,003,2024-05-31,USD,NT60
4500091875,2000,NB,100058,1000,002,2024-08-21,AED,NT30
4500091876,1000,NB,100000,2000,003,2025-09-11,AED,NT45
4500091877,3000,FO,100017,1000,003,2024-02-01,AED,NT45
4500091878,1000,ZSER,100057,1000,001,2025-06-13,USD,0001
4500091879,3000,FO,100051,2000,004,2024-08-10,EUR,NT60
4500091880,1000,ZSER,100018,2000,002,2024-07-09,EUR,NT30
4500091881,2000,NB,100035,1000,003,2024-01-26,EUR,NT60
4500091882,2000,FO,100030,1000,002,2025-03-21,AED,0001
4500091883,3000,FO,100045,1000,001,2025-02-03,EUR,NT45
4500091884,3000,ZSER,100022,2000,003,2024-05-25,EUR,0001
4500091885,2000,NB,100050,2000,004,2025-08-17,USD,NT30
4500091886,2000,ZSER,100014,2000,003,2024-10-28,AED,NT60
4500091887,3000,NB,100058,2000,003,2024-08-12,AED,NT30
4500091888,2000,NB,100000,1000,003,2024-10-23,AED,NT45
4500091889,1000,ZSER,100024,1000,001,2024-05-22,USD,NT45
4500091890,1000,FO,100026,2000,004,2025-07-04,USD,0001
4500091891,2000,ZSER,100057,2000,001,2025-02-15,EUR,NT60
4500091892,3000,NB,100017,1000,003,2025-08-15,EUR,NT60
4500091893,3000,NB,100055,2000,001,2025-02-02,EUR,NT30
4500091894,3000,ZSER,100047,2000,003,2025-07-19,USD,NT30
4500091895,3000,FO,100025,1000,004,2024-12-10,EUR,0001
4500091896,1000,ZSER,100014,2000,002,2025-07-22,EUR,0001
4500091897,1000,NB,100002,1000,001,2024-04-06,EUR,NT60
4500091898,3000,NB,100016,1000,003,2025-05-26,AED,NT30
4500091899,2000,FO,100006,1000,003,2025-01-28,AED,NT30
4500091900,3000,FO,100002,1000,001,2025-08-21,USD,NT45
4500091901,2000,FO,100054,2000,002,2025-10-23,USD,0001
4500091902,2000,ZSER,100032,2000,001,2024-12-14,USD,NT60
4500091903,2000,ZSER,100031,2000,003,2025-02-09,AED,0001
4500091904,3000,NB,100022,2000,004,2025-10-05,EUR,NT60
4500091905,1000,ZSER,100028,1000,003,2025-05-22,AED,0001
4500091906,2000,NB,100033,1000,002,2024-01-08,AED,NT60
4500091907,1000,ZSER,100005,2000,002,2024-12-26,USD,NT60
4500091908,3000,NB,100026,2000,004,2025-01-04,USD,NT45
4500091909,3000,FO,100012,2000,001,2025-08-07,EUR,NT45
4500091910,1000,NB,100056,2000,004,2024-03-31,USD,0001
4500091911,2000,FO,100016,2000,002,2025-08-29,AED,NT45
4500091912,3000,ZSER,100045,1000,003,2025-04-29,USD,NT60
4500091913,1000,FO,100048,1000,001,2025-04-26,USD,NT45
4500091914,3000,ZSER,100023,2000,001,2025-09-04,AED,NT45
4500091915,1000,NB,100031,2000,003,2025-08-15,USD,NT30
4500091916,2000,NB,100053,2000,003,2024-12-25,AED,NT60
4500091917,1000,ZSER,100011,1000,002,2025-06-10,USD,0001
4500091918,3000,FO,100047,2000,003,2025-10-01,USD,NT60
4500091919,2000,NB,100000,2000,001,2025-12-31,USD,NT60
4500091920,1000,NB,100024,1000,002,2024-07-19,EUR,0001
4500091921,1000,NB,100043,1000,001,2025-04-19,USD,NT60
4500091922,3000,NB,100034,2000,002,2024-05-23,USD,NT60
4500091923,2000,ZSER,100058,2000,004,2024-12-20,USD,NT60
4500091924,3000,NB,100031,1000,004,2024-05-28,EUR,NT45
4500091925,1000,NB,100037,1000,004,2024-02-12,AED,NT60
4500091926,2000,ZSER,100056,1000,002,2025-12-31,AED,NT60
4500091927,2000,FO,100051,1000,001,2024-08-03,AED,NT45
4500091928,1000,FO,100023,2000,001,2025-08-11,USD,NT45
4500091929,3000,FO,100036,2000,003,2025-12-05,AED,NT30
4500091930,2000,FO,100039,1000,002,2024-01-22,USD,0001
4500091931,2000,NB,100040,2000,001,2024-07-25,USD,NT60
4500091932,1000,NB,100035,2000,004,2025-11-10,AED,0001
4500091933,3000,FO,100023,2000,002,2024-12-03,USD,0001
4500091934,2000,NB,100042,2000,001,2025-11-27,USD,NT30
4500091935,3000,NB,100002,1000,002,2025-09-17,AED,0001
4500091936,1000,ZSER,100010,1000,003,2025-11-01,EUR,0001
4500091937,1000,ZSER,100047,1000,002,2024-10-06,EUR,NT30
4500091938,1000,FO,100019,2000,002,2024-10-08,AED,NT45
4500091939,3000,NB,100033,2000,003,2025-04-01,EUR,NT45
4500091940,1000,ZSER,100050,2000,003,2025-08-20,AED,0001
4500091941,1000,FO,100011,1000,002,2024-02-23,EUR,NT60
4500091942,2000,ZSER,100026,2000,004,2025-05-18,AED,NT45
4500091943,3000,FO,100043,2000,003,2024-11-29,EUR,0001
4500091944,3000,ZSER,100008,2000,004,2025-02-09,EUR,NT60
4500091945,1000,FO,100011,1000,001,2024-02-13,AED,0001
4500091946,1000,FO,100006,2000,001,2024-08-29,AED,NT30
4500091947,3000,ZSER,100042,1000,003,2025-08-28,USD,NT45
4500091948,2000,NB,100002,1000,001,2024-02-09,AED,NT60
4500091949,1000,FO,100001,2000,001,2025-12-21,USD,NT60
4500091950,3000,ZSER,100030,2000,001,2025-05-05,USD,NT30
4500091951,1000,NB,100002,1000,004,2024-10-17,EUR,NT45
4500091952,1000,NB,100054,1000,004,2024-02-14,USD,0001
4500091953,2000,ZSER,100043,2000,001,2024-09-04,USD,0001
4500091954,3000,ZSER,100011,1000,004,2024-03-26,EUR,NT45
4500091955,2000,ZSER,100040,2000,003,2025-01-14,USD,0001
4500091956,2000,FO,100025,2000,003,2025-11-30,AED,NT30
4500091957,2000,ZSER,100057,2000,001,2024-03-07,EUR,NT30
4500091958,1000,FO,100046,1000,002,2024-09-10,USD,NT60
4500091959,2000,NB,100009,2000,004,2024-04-08,USD,NT30
4500091960,3000,ZSER,100055,2000,001,2024-08-05,EUR,NT60
4500091961,3000,FO,100043,1000,004,2024-12-21,AED,NT45
4500091962,3000,FO,100045,1000,004,2024-09-20,EUR,NT60
4500091963,2000,ZSER,100055,2000,004,2024-01-13,USD,NT45
4500091964,1000,ZSER,100047,1000,004,2024-04-30,USD,NT30
4500091965,3000,ZSER,100001,2000,004,2024-12-18,EUR,0001
4500091966,3000,NB,100044,1000,001,2025-01-29,AED,NT60
4500091967,1000,NB,100002,2000,004,2024-12-28,USD,0001
4500091968,3000,FO,100033,1000,003,2025-03-02,AED,NT30
4500091969,2000,ZSER,100038,2000,003,2024-09-01,USD,NT45
4500091970,3000,NB,100027,1000,004,2025-10-17,EUR,NT30
4500091971,1000,ZSER,100013,1000,002,2025-01-13,AED,NT30
4500091972,2000,NB,100046,1000,003,2025-05-03,EUR,NT45
4500091973,1000,FO,100047,1000,002,2025-01-12,USD,NT45
4500091974,2000,ZSER,100036,2000,003,2025-10-28,AED,NT30
4500091975,2000,ZSER,100019,2000,002,2024-08-04,EUR,NT45
4500091976,1000,FO,100054,1000,001,2025-08-24,AED,NT60
4500091977,2000,FO,100028,1000,003,2025-10-21,USD,NT45
4500091978,3000,FO,100000,2000,001,2025-06-17,EUR,NT60
4500091979,3000,ZSER,100009,2000,003,2025-05-13,AED,NT45
4500091980,3000,NB,100057,1000,002,2025-09-29,AED,NT45
4500091981,2000,FO,100054,2000,004,2024-07-12,USD,NT30
4500091982,2000,ZSER,100045,1000,002,2024-09-13,AED,NT45
4500091983,2000,FO,100059,1000,001,2024-12-14,EUR,NT30
4500091984,2000,NB,100025,1000,003,2024-07-13,AED,NT30
4500091985,3000,FO,100032,2000,003,2024-02-12,AED,NT30
4500091986,2000,FO,100051,2000,001,2024-03-09,EUR,NT30
4500091987,1000,ZSER,100041,2000,002,2025-12-03,AED,NT60
4500091988,2000,ZSER,100013,2000,002,2025-06-09,AED,NT30
4500091989,3000,FO,100057,2000,004,2025-06-02,AED,0001
4500091990,3000,ZSER,100019,1000,003,2024-10-06,USD,NT45
4500091991,3000,FO,100012,1000,002,2024-03-04,USD,NT60
4500091992,3000,NB,100053,1000,001,2024-03-24,USD,NT60
4500091993,3000,ZSER,100019,1000,004,2024-05-17,AED,0001
4500091994,1000,NB,100002,2000,002,2025-01-14,EUR,0001
4500091995,1000,ZSER,100037,1000,004,2025-11-18,EUR,NT45
4500091996,3000,ZSER,100010,2000,001,2025-04-15,EUR,NT30
4500091997,3000,ZSER,100027,1000,001,2025-11-29,AED,NT45
4500091998,2000,ZSER,100035,2000,004,2025-07-18,USD,NT60
4500091999,1000,FO,100047,2000,003,2024-06-24,USD,NT45
