EBELN,EBELP,MATNR,TXZ01,WERKS,MATKL,MENGE,MEINS,NETPR,PEINH,NETWR
4500090104,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,208.51,EA,4402.89,1,918046.59
4500090105,00010,MRO-1002,Landing Gear Bushing,2010,MRO,458.71,EA,915.43,1,419916.9
4500090105,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,101.88,HR,4302.55,1,438343.79
4500090105,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,427.39,EA,3545.89,1,1515477.93
4500090106,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,282.39,EA,4479.2,1,1264881.29
4500090106,00020,IT-3002,Network Switch 24-port,1010,IT,361.92,EA,3179.67,1,1150786.17
4500090106,00030,IT-3001,Ruggedized Laptop,1020,IT,289.58,EA,381.41,1,110448.71
4500090106,00040,MRO-1002,Landing Gear Bushing,1010,MRO,271.04,EA,500.84,1,135747.67
4500090107,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,224.82,EA,7338.58,1,1649859.56
4500090107,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,41.04,EA,7713.87,1,316577.22
4500090107,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,327.11,L,2795.2,1,914337.87
4500090108,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,212.64,HR,3046.63,1,647835.4
4500090108,00020,IT-3001,Ruggedized Laptop,1010,IT,230.85,EA,1257.87,1,290379.29
4500090108,00030,MRO-1002,Landing Gear Bushing,2010,MRO,17.08,EA,5288.38,1,90325.53
4500090108,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,121.09,EA,556.98,1,67444.71
4500090109,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,117.94,EA,1753.81,1,206844.35
4500090109,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,252.44,L,2328.32,1,587761.1
4500090109,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,160.13,EA,4791.38,1,767243.68
4500090109,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,119.22,EA,7012.54,1,836035.02
4500090110,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,248.31,HR,7778.88,1,1931573.69
4500090110,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,393.12,EA,2563.5,1,1007763.12
4500090110,00030,SPARE-5001,Turbine Blade Set,2010,SPARE,75.46,EA,3024.15,1,228202.36
4500090110,00040,SPARE-5002,Brake Disc Assembly,2010,SPARE,121.24,EA,1818.25,1,220444.63
4500090111,00010,IT-3001,Ruggedized Laptop,1010,IT,128.24,EA,2655.5,1,340541.32
4500090111,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,423.72,EA,757.86,1,321120.44
4500090111,00030,IT-3001,Ruggedized Laptop,2010,IT,26.72,EA,3029.8,1,80956.26
4500090111,00040,SERV-6002,Cleaning Service Cycle,2010,SERV,20.73,EA,600.82,1,12455.0
4500090112,00010,IT-3001,Ruggedized Laptop,1010,IT,468.64,EA,7697.38,1,3607300.16
4500090113,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,233.66,EA,5196.8,1,1214284.29
4500090113,00020,IT-3002,Network Switch 24-port,1020,IT,180.46,EA,7064.84,1,1274921.03
4500090113,00030,MRO-1002,Landing Gear Bushing,1020,MRO,401.61,EA,5784.86,1,2323257.62
4500090114,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,131.13,EA,7479.37,1,980769.79
4500090114,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,148.3,EA,1585.61,1,235145.96
4500090115,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,366.65,L,2830.37,1,1037755.16
4500090115,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,244.67,HR,7336.86,1,1795109.54
4500090115,00030,MRO-1001,Hydraulic Pump Assembly,1010,MRO,262.45,EA,6715.77,1,1762553.84
4500090115,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,382.41,EA,3310.89,1,1266117.44
4500090116,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,309.3,EA,5340.7,1,1651878.51
4500090116,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,329.98,EA,145.54,1,48025.29
4500090116,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,206.26,HR,153.47,1,31654.72
4500090117,00010,IT-3001,Ruggedized Laptop,1020,IT,96.77,EA,4221.12,1,408477.78
4500090117,00020,IT-3002,Network Switch 24-port,1020,IT,397.67,EA,650.57,1,258712.17
4500090118,00010,MRO-1002,Landing Gear Bushing,1020,MRO,203.23,EA,3029.81,1,615748.29
4500090119,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,488.69,EA,7791.24,1,3807501.08
4500090119,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,115.65,EA,7212.16,1,834086.3
4500090119,00030,SERV-6002,Cleaning Service Cycle,1010,SERV,238.27,EA,391.56,1,93297.0
4500090120,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,72.95,EA,6569.11,1,479216.57
4500090120,00020,MRO-1002,Landing Gear Bushing,2010,MRO,150.34,EA,4520.39,1,679595.43
4500090121,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,372.98,HR,2779.96,1,1036869.48
4500090122,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,114.84,EA,4433.24,1,509113.28
4500090122,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,93.68,EA,4695.28,1,439853.83
4500090122,00030,MRO-1002,Landing Gear Bushing,1010,MRO,386.31,EA,2377.13,1,918309.09
4500090122,00040,MRO-1002,Landing Gear Bushing,2010,MRO,41.94,EA,1250.68,1,52453.52
4500090123,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,471.54,EA,3568.99,1,1682921.54
4500090124,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,45.72,EA,4442.67,1,203118.87
4500090125,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,261.03,EA,5488.82,1,1432746.68
4500090125,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,135.19,L,2161.89,1,292265.91
4500090126,00010,IT-3002,Network Switch 24-port,1020,IT,472.17,EA,5772.78,1,2725733.53
4500090126,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,308.72,EA,3673.74,1,1134157.01
4500090126,00030,IT-3002,Network Switch 24-port,2010,IT,4.38,EA,3177.62,1,13917.98
4500090127,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,157.78,EA,7717.31,1,1217637.17
4500090127,00020,IT-3002,Network Switch 24-port,2010,IT,367.7,EA,5070.56,1,1864444.91
4500090128,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,498.64,EA,1455.82,1,725930.08
4500090128,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,476.55,EA,3703.75,1,1765022.06
4500090129,00010,IT-3002,Network Switch 24-port,2010,IT,121.77,EA,5276.13,1,642474.35
4500090129,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,394.75,EA,610.24,1,240892.24
4500090130,00010,IT-3001,Ruggedized Laptop,2010,IT,329.14,EA,2852.97,1,939026.55
4500090131,00010,MRO-1002,Landing Gear Bushing,2010,MRO,130.11,EA,4095.2,1,532826.47
4500090132,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,345.53,EA,1222.94,1,422562.46
4500090132,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,53.17,EA,3339.48,1,177560.15
4500090132,00030,MRO-1002,Landing Gear Bushing,1020,MRO,415.83,EA,5846.6,1,2431191.68
4500090132,00040,IT-3002,Network Switch 24-port,2010,IT,172.19,EA,6278.47,1,1081089.75
4500090133,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,405.28,EA,938.38,1,380306.65
4500090133,00020,MRO-1002,Landing Gear Bushing,2010,MRO,338.89,EA,1331.55,1,451248.98
4500090133,00030,IT-3001,Ruggedized Laptop,1020,IT,258.48,EA,4424.24,1,1143577.56
4500090134,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,368.96,EA,7067.12,1,2607484.6
4500090134,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,215.35,EA,55.51,1,11954.08
4500090134,00030,IT-3001,Ruggedized Laptop,1010,IT,139.89,EA,5636.0,1,788420.04
4500090134,00040,SERV-6002,Cleaning Service Cycle,1010,SERV,51.77,EA,6978.4,1,361271.77
4500090135,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,194.93,EA,3152.5,1,614516.83
4500090135,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,176.64,EA,3673.73,1,648927.67
4500090135,00030,IT-3002,Network Switch 24-port,2010,IT,459.42,EA,4729.54,1,2172845.27
4500090136,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,194.84,HR,4779.48,1,931233.88
4500090136,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,212.1,EA,3903.63,1,827959.92
4500090137,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,421.15,EA,4962.89,1,2090121.12
4500090137,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,242.82,EA,1577.13,1,382958.71
4500090138,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,42.25,L,266.27,1,11249.91
4500090138,00020,IT-3002,Network Switch 24-port,1020,IT,17.31,EA,1814.25,1,31404.67
4500090138,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,390.59,L,4533.89,1,1770892.1
4500090138,00040,SERV-6001,Ground Handling Labor Hr,1020,SERV,255.89,HR,4590.26,1,1174601.63
4500090139,00010,MRO-1002,Landing Gear Bushing,1010,MRO,368.26,EA,5236.3,1,1928319.84
4500090139,00020,IT-3002,Network Switch 24-port,1020,IT,437.53,EA,277.2,1,121283.32
4500090139,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,431.24,EA,714.12,1,307957.11
4500090139,00040,IT-3001,Ruggedized Laptop,2010,IT,105.73,EA,5906.15,1,624457.24
4500090140,00010,IT-3001,Ruggedized Laptop,2010,IT,402.91,EA,4569.19,1,1840972.34
4500090140,00020,IT-3002,Network Switch 24-port,2010,IT,298.83,EA,1363.65,1,407499.53
4500090141,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,351.01,L,1078.87,1,378694.16
4500090141,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,414.41,EA,6096.56,1,2526475.43
4500090141,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,245.24,EA,4627.86,1,1134936.39
4500090142,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,475.18,EA,2631.77,1,1250564.47
4500090142,00020,MRO-1002,Landing Gear Bushing,2010,MRO,365.74,EA,3678.43,1,1345348.99
4500090142,00030,OFFC-4001,Printer Toner Cartridge,1020,OFFC,425.2,EA,6369.51,1,2708315.65
4500090143,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,426.36,EA,6310.66,1,2690613.0
4500090143,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,23.93,EA,5016.91,1,120054.66
4500090144,00010,IT-3002,Network Switch 24-port,1020,IT,80.33,EA,7463.15,1,599514.84
4500090144,00020,MRO-1002,Landing Gear Bushing,1020,MRO,327.64,EA,2018.11,1,661213.56
4500090145,00010,MRO-1002,Landing Gear Bushing,1020,MRO,352.15,EA,28.67,1,10096.14
4500090145,00020,MRO-1002,Landing Gear Bushing,2010,MRO,67.22,EA,1825.0,1,122676.5
4500090145,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,5.63,EA,5570.86,1,31363.94
4500090145,00040,SPARE-5001,Turbine Blade Set,1010,SPARE,347.32,EA,3832.05,1,1330947.61
4500090146,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,386.96,EA,6030.2,1,2333446.19
4500090146,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,35.14,L,4515.06,1,158659.21
4500090147,00010,MRO-1002,Landing Gear Bushing,1010,MRO,448.4,EA,1137.3,1,509965.32
4500090147,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,365.27,EA,2825.25,1,1031979.07
4500090148,00010,IT-3002,Network Switch 24-port,1010,IT,103.52,EA,4863.28,1,503446.75
4500090149,00010,IT-3001,Ruggedized Laptop,2010,IT,250.29,EA,4759.56,1,1191270.27
4500090150,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,341.79,HR,6106.55,1,2087157.72
4500090150,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,294.09,EA,130.07,1,38252.29
4500090150,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,461.37,EA,7590.47,1,3502015.14
4500090151,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,269.29,HR,1238.39,1,333486.04
4500090152,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,365.25,EA,6774.82,1,2474503.0
4500090152,00020,IT-3001,Ruggedized Laptop,1020,IT,44.02,EA,3487.18,1,153505.66
4500090152,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,304.81,EA,2488.13,1,758406.91
4500090153,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,259.09,HR,6583.6,1,1705744.92
4500090153,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,186.56,L,6003.22,1,1119960.72
4500090153,00030,MRO-1002,Landing Gear Bushing,1020,MRO,385.94,EA,254.26,1,98129.1
4500090154,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,429.82,EA,1351.71,1,580991.99
4500090155,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,123.03,EA,3784.68,1,465629.18
4500090156,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,136.36,EA,641.54,1,87480.39
4500090156,00020,MRO-1002,Landing Gear Bushing,1010,MRO,251.52,EA,7217.49,1,1815343.08
4500090156,00030,IT-3001,Ruggedized Laptop,1020,IT,402.36,EA,7851.68,1,3159201.96
4500090156,00040,MRO-1002,Landing Gear Bushing,1020,MRO,438.62,EA,6930.94,1,3040048.9
4500090157,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,122.05,EA,2958.82,1,361123.98
4500090157,00020,IT-3001,Ruggedized Laptop,1010,IT,366.5,EA,4381.54,1,1605834.41
4500090157,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,4.18,L,3292.09,1,13760.94
4500090158,00010,MRO-1002,Landing Gear Bushing,1020,MRO,103.39,EA,7865.26,1,813189.23
4500090158,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,480.63,EA,7781.02,1,3739791.64
4500090158,00030,IT-3002,Network Switch 24-port,2010,IT,47.42,EA,7371.77,1,349569.33
4500090159,00010,MRO-1002,Landing Gear Bushing,2010,MRO,296.36,EA,517.02,1,153224.05
4500090159,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,119.15,L,2102.71,1,250537.9
4500090159,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,350.66,EA,5888.12,1,2064728.16
4500090159,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,136.71,EA,616.01,1,84214.73
4500090160,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,61.25,EA,2879.13,1,176346.71
4500090160,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,154.85,EA,2134.76,1,330567.59
4500090160,00030,MRO-1002,Landing Gear Bushing,2010,MRO,79.65,EA,5494.72,1,437654.45
4500090161,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,257.22,EA,5423.92,1,1395140.7
4500090161,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,16.51,L,3247.05,1,53608.8
4500090161,00030,SERV-6001,Ground Handling Labor Hr,1020,SERV,374.29,HR,2013.82,1,753752.69
4500090162,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,343.46,EA,7501.85,1,2576585.4
4500090162,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,293.47,EA,7341.08,1,2154386.75
4500090162,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,498.58,EA,1598.05,1,796755.77
4500090162,00040,SPARE-5002,Brake Disc Assembly,1020,SPARE,404.84,EA,753.99,1,305245.31
4500090163,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,191.98,EA,3424.78,1,657489.26
4500090163,00020,IT-3001,Ruggedized Laptop,1020,IT,454.24,EA,2214.35,1,1005846.34
4500090163,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,18.29,L,4961.03,1,90737.24
4500090163,00040,IT-3002,Network Switch 24-port,1020,IT,249.95,EA,7064.57,1,1765789.27
4500090164,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,391.18,EA,2885.71,1,1128832.04
4500090165,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,298.96,EA,253.84,1,75888.01
4500090166,00010,IT-3002,Network Switch 24-port,2010,IT,267.31,EA,6334.07,1,1693160.25
4500090166,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,382.26,EA,7583.46,1,2898853.42
4500090167,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,15.08,EA,5610.48,1,84606.04
4500090167,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,71.91,EA,7587.98,1,545651.64
4500090167,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,155.22,HR,3933.68,1,610585.81
4500090168,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,171.04,L,1436.13,1,245635.68
4500090168,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,11.93,EA,4701.14,1,56084.6
4500090169,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,151.58,EA,1108.88,1,168084.03
4500090170,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,407.41,EA,3039.51,1,1238326.77
4500090170,00020,IT-3002,Network Switch 24-port,2010,IT,64.55,EA,5836.07,1,376718.32
4500090171,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,71.18,EA,5967.84,1,424790.85
4500090172,00010,IT-3001,Ruggedized Laptop,1020,IT,125.52,EA,561.0,1,70416.72
4500090172,00020,MRO-1002,Landing Gear Bushing,1020,MRO,360.49,EA,404.22,1,145717.27
4500090172,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,484.58,EA,7078.72,1,3430206.14
4500090173,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,37.78,EA,6769.18,1,255739.62
4500090173,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,160.04,EA,7614.26,1,1218586.17
4500090174,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,471.28,EA,1336.68,1,629950.55
4500090175,00010,IT-3002,Network Switch 24-port,2010,IT,119.54,EA,416.09,1,49739.4
4500090175,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,420.09,HR,1245.65,1,523285.11
4500090175,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,214.38,EA,2370.5,1,508187.79
4500090176,00010,MRO-1002,Landing Gear Bushing,1020,MRO,237.31,EA,941.76,1,223489.07
4500090176,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,245.06,EA,5295.1,1,1297617.21
4500090176,00030,SERV-6001,Ground Handling Labor Hr,1020,SERV,194.38,HR,2980.74,1,579396.24
4500090177,00010,IT-3002,Network Switch 24-port,2010,IT,282.56,EA,1226.02,1,346424.21
4500090177,00020,MRO-1002,Landing Gear Bushing,2010,MRO,43.77,EA,2763.46,1,120956.64
4500090178,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,440.95,EA,3820.57,1,1684680.34
4500090178,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,451.49,EA,5720.16,1,2582595.04
4500090178,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,450.33,EA,6407.59,1,2885530.0
4500090178,00040,SERV-6002,Cleaning Service Cycle,1020,SERV,74.58,EA,7595.05,1,566438.83
4500090179,00010,IT-3001,Ruggedized Laptop,2010,IT,498.64,EA,5025.27,1,2505800.63
4500090179,00020,IT-3002,Network Switch 24-port,1010,IT,160.55,EA,5822.28,1,934767.05
4500090179,00030,MRO-1002,Landing Gear Bushing,1020,MRO,194.66,EA,3190.89,1,621138.65
4500090179,00040,IT-3002,Network Switch 24-port,1010,IT,260.32,EA,7338.95,1,1910475.46
4500090180,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,294.38,EA,6071.85,1,1787431.2
4500090180,00020,MRO-1002,Landing Gear Bushing,1020,MRO,281.78,EA,825.9,1,232722.1
4500090181,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,86.93,EA,3235.73,1,281282.01
4500090181,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,340.73,EA,3225.72,1,1099099.58
4500090181,00030,OFFC-4001,Printer Toner Cartridge,1020,OFFC,345.57,EA,413.34,1,142837.9
4500090181,00040,IT-3002,Network Switch 24-port,1020,IT,448.62,EA,181.46,1,81406.59
4500090182,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,135.44,EA,3345.85,1,453161.92
4500090182,00020,MRO-1002,Landing Gear Bushing,1020,MRO,94.78,EA,1706.9,1,161779.98
4500090182,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,379.99,EA,6940.17,1,2637195.2
4500090182,00040,SERV-6001,Ground Handling Labor Hr,2010,SERV,395.95,HR,543.62,1,215246.34
4500090183,00010,IT-3001,Ruggedized Laptop,1020,IT,17.5,EA,423.46,1,7410.55
4500090184,00010,IT-3001,Ruggedized Laptop,1010,IT,186.86,EA,4760.47,1,889541.42
4500090185,00010,IT-3002,Network Switch 24-port,2010,IT,14.7,EA,416.22,1,6118.43
4500090186,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,237.57,EA,1075.87,1,255594.44
4500090187,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,126.75,EA,3744.25,1,474583.69
4500090187,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,412.33,HR,3189.28,1,1315035.82
4500090187,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,256.25,EA,5305.6,1,1359560.0
4500090188,00010,MRO-1002,Landing Gear Bushing,1020,MRO,168.81,EA,2226.34,1,375828.46
4500090188,00020,IT-3002,Network Switch 24-port,2010,IT,131.31,EA,5694.53,1,747748.73
4500090188,00030,IT-3002,Network Switch 24-port,1010,IT,94.99,EA,4148.0,1,394018.52
4500090188,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,402.91,EA,6422.86,1,2587834.52
4500090189,00010,IT-3002,Network Switch 24-port,2010,IT,453.55,EA,3248.7,1,1473447.89
4500090189,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,291.93,EA,7958.13,1,2323216.89
4500090189,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,363.55,EA,1794.46,1,652375.93
4500090190,00010,MRO-1002,Landing Gear Bushing,2010,MRO,235.92,EA,5932.53,1,1399602.48
4500090190,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,381.7,HR,1480.89,1,565255.71
4500090190,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,327.56,EA,1793.58,1,587505.06
4500090191,00010,MRO-1002,Landing Gear Bushing,2010,MRO,235.8,EA,6933.82,1,1634994.76
4500090191,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,472.21,EA,588.3,1,277801.14
4500090191,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,60.79,HR,5451.97,1,331425.26
4500090191,00040,IT-3002,Network Switch 24-port,1010,IT,207.14,EA,6969.38,1,1443637.37
4500090192,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,166.98,EA,7893.39,1,1318038.26
4500090193,00010,MRO-1002,Landing Gear Bushing,1020,MRO,65.57,EA,3481.02,1,228250.48
4500090193,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,215.08,EA,3829.65,1,823681.12
4500090193,00030,MRO-1001,Hydraulic Pump Assembly,1010,MRO,267.36,EA,5850.66,1,1564232.46
4500090193,00040,OFFC-4001,Printer Toner Cartridge,1010,OFFC,378.67,EA,4257.65,1,1612244.33
4500090194,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,52.25,L,4036.63,1,210913.92
4500090194,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,33.58,L,384.83,1,12922.59
4500090194,00030,SPARE-5002,Brake Disc Assembly,1020,SPARE,364.19,EA,4779.03,1,1740474.94
4500090195,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,114.98,EA,5822.81,1,669506.69
4500090195,00020,IT-3001,Ruggedized Laptop,1010,IT,367.3,EA,4725.75,1,1735767.98
4500090195,00030,MRO-1002,Landing Gear Bushing,1010,MRO,183.93,EA,5211.31,1,958516.25
4500090195,00040,SPARE-5001,Turbine Blade Set,2010,SPARE,438.4,EA,2061.2,1,903630.08
4500090196,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,190.75,EA,4387.31,1,836879.38
4500090196,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,103.54,L,5492.21,1,568663.42
4500090196,00030,IT-3002,Network Switch 24-port,2010,IT,211.01,EA,825.82,1,174256.28
4500090196,00040,IT-3002,Network Switch 24-port,1020,IT,311.78,EA,5611.8,1,1749647.0
4500090197,00010,IT-3001,Ruggedized Laptop,2010,IT,304.89,EA,6228.11,1,1898888.46
4500090197,00020,IT-3001,Ruggedized Laptop,1010,IT,179.6,EA,3289.85,1,590857.06
4500090197,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,274.52,EA,7284.65,1,1999782.12
4500090197,00040,SPARE-5002,Brake Disc Assembly,2010,SPARE,165.97,EA,41.85,1,6945.84
4500090198,00010,IT-3002,Network Switch 24-port,1020,IT,322.52,EA,3664.87,1,1181993.87
4500090199,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,369.53,EA,778.09,1,287527.6
4500090199,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,426.15,EA,5313.57,1,2264377.86
4500090199,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,179.41,EA,3512.96,1,630260.15
4500090200,00010,IT-3002,Network Switch 24-port,1020,IT,418.02,EA,5525.42,1,2309736.07
4500090200,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,324.77,EA,6379.34,1,2071818.25
4500090200,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,348.39,L,488.0,1,170014.32
4500090200,00040,MRO-1002,Landing Gear Bushing,2010,MRO,208.6,EA,4734.19,1,987552.03
4500090201,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,460.28,EA,921.24,1,424028.35
4500090201,00020,SPARE-5002,Brake Disc Assembly,1020,SPARE,23.94,EA,2107.67,1,50457.62
4500090202,00010,IT-3001,Ruggedized Laptop,2010,IT,241.48,EA,5316.41,1,1283806.69
4500090202,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,75.18,EA,6614.97,1,497313.44
4500090202,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,6.81,EA,7476.28,1,50913.47
4500090202,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,426.08,EA,6957.94,1,2964639.08
4500090203,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,408.73,EA,649.07,1,265294.38
4500090203,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,224.6,EA,6855.58,1,1539763.27
